frame.number,frame.time_epoch,ip.src,ip.dst,ipv6.src,ipv6.dst,sctp.srcport,sctp.dstport,s1ap.ENB_UE_S1AP_ID,s1ap.MME_UE_S1AP_ID,s1ap.procedureCode
"774","1758134481.165827000",,,"2600:300:20e2:a315::1:db85","2600:300:3008:2::8","50899","36412","45075","139319196","9"
"775","1758134483.485398000","10.3.7.27","18.8.23.13",,,"36412","36412","36364",,"12"
"776","1758134483.485399000","7.193.167.162","10.165.92.130",,,"52371","36412","1497104",,"12"
"777","1758134483.485413000","10.165.92.130","7.193.167.162",,,"36412","52371","14094","1103834119","23"
"778","1758134483.485414000","18.8.23.13","10.3.7.27",,,"36412","36412","36362","14094","23"
"779","1758134483.485415000","10.165.92.130","7.193.167.162",,,"36412","52371","1497104","1103973013","11"
"780","1758134483.485416000","10.165.92.130","7.193.167.162",,,"36412","52371","1497104","1103973013","23"
"781","1758134483.485416000","18.8.23.13","10.3.7.27",,,"36412","36412","36364","1497104","11"
"782","1758134483.485417000","18.8.23.13","10.3.7.27",,,"36412","36412","36364","1497104","23"
"783","1758134483.485417000","10.3.7.27","18.8.23.13",,,"36412","36412","36362","14094","23"
"784","1758134483.485418000","7.193.167.162","10.165.92.130",,,"52371","36412","14094","1103834119","23"
"785","1758134483.485418000","10.3.7.27","18.8.23.13",,,"36412","36412","36364","1497104","23"
"786","1758134483.485419000","7.193.167.162","10.165.92.130",,,"52371","36412","1497104","1103973013","23"
"787","1758134484.095711000","10.3.7.23","18.8.23.13",,,"36412","36412","11105",,"12"
"788","1758134484.095726000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1530381",,"12"
"789","1758134484.095732000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","1530381","122586976","11"
"790","1758134484.359134000","18.8.23.13","10.3.7.23",,,"36412","36412","11105","1530381","11"
"791","1758134484.359139000","10.3.7.23","18.8.23.13",,,"36412","36412","11105","1530381","13"
"792","1758134484.359140000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1530381","122586976","13"
"793","1758134484.359141000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","1530381","122586976","11"
"794","1758134484.359142000","18.8.23.13","10.3.7.23",,,"36412","36412","11105","1530381","11"
"795","1758134484.359142000",,,"2001:4888:2010:92:106:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","39181","1534224","5220064","23"
"796","1758134484.359143000","18.8.23.13","10.3.7.70",,,"36412","36412","740","1534224","23"
"797","1758134484.359143000","10.3.7.23","18.8.23.13",,,"36412","36412","11105","1530381","13"
"798","1758134484.359144000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1530381","122586976","13"
"799","1758134484.359160000","10.3.7.70","18.8.23.13",,,"36412","36412","740","1534224","23"
"800","1758134484.359161000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:32","39181","36412","1534224","5220064","23"
"801","1758134484.359162000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","1530381","122586976","11"
"802","1758134484.359162000","18.8.23.13","10.3.7.23",,,"36412","36412","11105","1530381","11"
"803","1758134484.359163000","10.3.7.23","18.8.23.13",,,"36412","36412","11104","25356","18"
"804","1758134484.359163000","7.193.167.162","10.164.26.130",,,"53706","36412","25356","3247537053","18"
"805","1758134484.359164000","10.3.7.23","18.8.23.13",,,"36412","36412","11105","1530381","13"
"806","1758134484.754416000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1530381","122586976","13"
"807","1758134484.754417000","10.164.26.130","7.193.167.162",,,"36412","53706","25356","3247537053","23"
"808","1758134484.754418000","18.8.23.13","10.3.7.23",,,"36412","36412","11104","25356","23"
"809","1758134484.754419000","10.3.7.23","18.8.23.13",,,"36412","36412","11104","25356","23"
"810","1758134484.754420000","7.193.167.162","10.164.26.130",,,"53706","36412","25356","3247537053","23"
"811","1758134484.754440000","10.3.7.70","18.8.23.13",,,"36412","36412","744",,"12"
"812","1758134484.754441000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:32","39181","36412","3596",,"12"
"813","1758134484.754442000","10.3.7.23","18.8.23.13",,,"36412","36412","11106",,"12"
"814","1758134484.756420000","7.193.167.162","10.164.26.130",,,"53706","36412","4622",,"12"
"815","1758134484.785741000","10.164.26.130","7.193.167.162",,,"36412","53706","4622","3250964940","9"
"816","1758134484.785741000","18.8.23.13","10.3.7.23",,,"36412","36412","11106","4622","9"
"817","1758134484.863968000","10.3.7.17","18.8.23.13",,,"36412","36412","24523",,"12"
"818","1758134484.863968000","7.193.167.162","10.165.94.130",,,"41712","36412","1517839",,"12"
"819","1758134485.366190000","10.3.7.70","18.8.23.13",,,"36412","36412","744","3596","9"
"820","1758134485.366191000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:32","39181","36412","3596","5693985","9"
"821","1758134485.366192000","10.3.7.23","18.8.23.13",,,"36412","36412","11106","4622","9"
"822","1758134485.366192000","7.193.167.162","10.164.26.130",,,"53706","36412","4622","3250964940","9"
"823","1758134485.366193000","10.3.7.17","18.8.23.13",,,"36412","36412","24523","1517839","9"
"824","1758134485.366194000","7.193.167.162","10.165.94.130",,,"41712","36412","1517839","2179015652","9"
"825","1758134485.497931000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","1530381","122586976","9"
"826","1758134485.497935000","18.8.23.13","10.3.7.23",,,"36412","36412","11105","1530381","9"
"827","1758134485.497938000","10.3.7.23","18.8.23.13",,,"36412","36412","11105","1530381","22"
"828","1758134485.497939000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1530381","122586976","22"
"829","1758134485.988147000","10.3.7.23","18.8.23.13",,,"36412","36412","11105","1530381","9"
"830","1758134485.988148000","10.3.7.23","18.8.23.13",,,"36412","36412","11105","1530381","13"
"831","1758134485.988148000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1530381","122586976","9"
"832","1758134485.988155000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1530381","122586976","13"
"833","1758134485.988157000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","1530381","122586976","11"
"834","1758134485.988158000","18.8.23.13","10.3.7.23",,,"36412","36412","11105","1530381","11"
"835","1758134486.564189000","10.3.7.45","18.8.23.13",,,"36412","36412","17089",,"12"
"836","1758134486.564190000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:22","59405","36412","1521677",,"12"
"837","1758134486.601345000","10.3.7.2","18.8.23.13",,,"36412","36412","4010",,"12"
"838","1758134486.601345000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::1","43556","36412","6670",,"12"
"839","1758134486.601346000","10.3.7.23","18.8.23.13",,,"36412","36412","11105","1530381","18"
"840","1758134486.601346000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1530381","122586976","18"
"841","1758134486.612725000",,,"2600:300:3059:204::1","2600:300:20e2:a315::1:db85","36412","43556","1493772","271069404","23"
"842","1758134486.612726000","18.8.23.13","10.3.7.2",,,"36412","36412","4008","1493772","23"
"843","1758134486.612727000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","1530381","122586976","23"
"844","1758134486.853177000","18.8.23.13","10.3.7.23",,,"36412","36412","11105","1530381","23"
"845","1758134486.853180000","10.3.7.2","18.8.23.13",,,"36412","36412","4008","1493772","23"
"846","1758134486.853181000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::1","43556","36412","1493772","271069404","23"
"847","1758134486.853181000","10.3.7.23","18.8.23.13",,,"36412","36412","11105","1530381","23"
"848","1758134486.853182000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1530381","122586976","23"
"849","1758134486.853185000","10.3.7.45","18.8.23.13",,,"36412","36412","17089","1521677","9"
"850","1758134486.853185000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:22","59405","36412","1521677","4465184","9"
"851","1758134486.868489000",,,"2600:300:3059:204::1","2600:300:20e2:a315::1:db85","36412","43556","6670","271948421","23"
"852","1758134486.936027000","18.8.23.13","10.3.7.2",,,"36412","36412","4010","6670","23"
"853","1758134486.936028000","10.3.7.2","18.8.23.13",,,"36412","36412","4010","6670","23"
"854","1758134486.936028000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::1","43556","36412","6670","271948421","23"
"855","1758134486.936031000","10.3.7.23","18.8.23.13",,,"36412","36412","11107",,"12"
"856","1758134486.936031000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1522959",,"12"
"857","1758134487.085242000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","1522959","119508585","9"
"858","1758134487.085256000","18.8.23.13","10.3.7.23",,,"36412","36412","11107","1522959","9"
"859","1758134487.085259000","10.3.7.23","18.8.23.13",,,"36412","36412","11107","1522959","9"
"860","1758134487.085259000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1522959","119508585","9"
"861","1758134487.085260000","10.3.7.23","18.8.23.13",,,"36412","36412","11107","1522959","13"
"862","1758134487.183185000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1522959","119508585","13"
"863","1758134487.183204000","10.3.7.27","18.8.23.13",,,"36412","36412","36365",,"12"
"864","1758134487.183205000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","59409",,"12"
"865","1758134487.183206000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","1504271","384896295","23"
"866","1758134487.183206000","18.8.23.13","10.3.7.27",,,"36412","36412","36363","1504271","23"
"867","1758134487.183208000","10.3.7.27","18.8.23.13",,,"36412","36412","36363","1504271","23"
"868","1758134487.183209000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","1504271","384896295","23"
"869","1758134487.203940000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","59409","382566297","23"
"870","1758134487.592280000","18.8.23.13","10.3.7.27",,,"36412","36412","36365","59409","23"
"871","1758134487.592287000","10.3.7.27","18.8.23.13",,,"36412","36412","36365","59409","23"
"872","1758134487.592288000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","59409","382566297","23"
"873","1758134487.592291000","10.3.7.46","18.8.23.13",,,"36412","36412","27608","1529101","3"
"874","1758134487.592292000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","12556","130414586","3"
"875","1758134487.875041000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","12556","120332031","3"
"876","1758134487.875053000","18.8.23.13","10.3.7.46",,,"36412","36412","27608","12556","3"
"877","1758134487.875078000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","1522959","119508585","5"
"878","1758134487.875079000","18.8.23.13","10.3.7.23",,,"36412","36412","11107","1522959","5"
"879","1758134487.875081000","10.3.7.23","18.8.23.13",,,"36412","36412","11107","1522959","5"
"880","1758134487.875082000","10.3.7.23","18.8.23.13",,,"36412","36412","11107","1522959","13"
"881","1758134488.234443000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1522959","119508585","5"
"882","1758134488.234444000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1522959","119508585","13"
"883","1758134488.234444000","10.3.7.70","18.8.23.13",,,"36412","36412","745",,"12"
"884","1758134488.234464000","7.193.167.162","10.165.92.130",,,"52371","36412","1510413",,"12"
"885","1758134488.234464000","10.165.92.130","7.193.167.162",,,"36412","52371","32530","1103709063","23"
"886","1758134488.234465000","18.8.23.13","10.3.7.70",,,"36412","36412","742","32530","23"
"887","1758134488.234466000","10.165.92.130","7.193.167.162",,,"36412","52371","1510413","1103993511","11"
"888","1758134488.234467000","10.165.92.130","7.193.167.162",,,"36412","52371","1510413","1103993511","23"
"889","1758134488.234468000","18.8.23.13","10.3.7.70",,,"36412","36412","745","1510413","11"
"890","1758134488.234468000","18.8.23.13","10.3.7.70",,,"36412","36412","745","1510413","23"
"891","1758134488.234469000","10.3.7.70","18.8.23.13",,,"36412","36412","742","32530","23"
"892","1758134488.234469000","10.3.7.70","18.8.23.13",,,"36412","36412","745","1510413","23"
"893","1758134488.234470000","7.193.167.162","10.165.92.130",,,"52371","36412","32530","1103709063","23"
"894","1758134488.234471000","7.193.167.162","10.165.92.130",,,"52371","36412","1510413","1103993511","23"
"895","1758134488.519345000","10.3.7.24","18.8.23.13",,,"36412","36412","11396","1497616","18"
"896","1758134488.519345000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","1497616","383338975","18"
"897","1758134488.519363000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","1497616","383338975","23"
"898","1758134488.519364000","18.8.23.13","10.3.7.24",,,"36412","36412","11396","1497616","23"
"899","1758134488.519365000","10.3.7.24","18.8.23.13",,,"36412","36412","11396","1497616","23"
"900","1758134488.519365000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","1497616","383338975","23"
"901","1758134488.519366000","10.3.7.67","18.8.23.13",,,"36412","36412","2635",,"12"
"902","1758134488.519367000","7.193.167.162","10.164.26.130",,,"53706","36412","1515791",,"12"
"903","1758134488.519368000","10.164.26.130","7.193.167.162",,,"36412","53706","1533454","3250836771","23"
"904","1758134488.519368000","18.8.23.13","10.3.7.67",,,"36412","36412","2634","1533454","23"
"905","1758134488.519369000","10.3.7.67","18.8.23.13",,,"36412","36412","2634","1533454","23"
"906","1758134488.519369000","7.193.167.162","10.164.26.130",,,"53706","36412","1533454","3250836771","23"
"907","1758134489.358957000","10.164.26.130","7.193.167.162",,,"36412","53706","1515791","3250982434","11"
"908","1758134489.358964000","10.164.26.130","7.193.167.162",,,"36412","53706","1515791","3250982434","23"
"909","1758134489.358965000","18.8.23.13","10.3.7.67",,,"36412","36412","2635","1515791","11"
"910","1758134489.358966000","18.8.23.13","10.3.7.67",,,"36412","36412","2635","1515791","23"
"911","1758134489.358966000","10.3.7.67","18.8.23.13",,,"36412","36412","2635","1515791","23"
"912","1758134489.358967000","7.193.167.162","10.164.26.130",,,"53706","36412","1515791","3250982434","23"
"913","1758134490.049836000","10.164.26.130","7.193.167.162",,,"36412","53706",,,"41"
"914","1758134491.777848000","10.3.7.46","18.8.23.13",,,"36412","36412","27609","12814","3"
"915","1758134491.777848000","7.193.167.162","10.164.26.130",,,"53706","36412","1527053","3250869390","3"
"916","1758134491.777849000","10.164.26.130","7.193.167.162",,,"36412","53706","1527053","3250869390","3"
"917","1758134491.777849000","18.8.23.13","10.3.7.46",,,"36412","36412","27609","1527053","3"
"918","1758134492.163912000","10.3.7.27","18.8.23.13",,,"36412","36412","36366",,"12"
"919","1758134492.163912000","7.193.167.162","10.201.231.114",,,"34034","36412","1521170",,"12"
"920","1758134492.163913000","10.201.231.114","7.193.167.162",,,"36412","34034","1520141","3252246243","23"
"921","1758134492.163913000","18.8.23.13","10.3.7.27",,,"36412","36412","36361","1520141","23"
"922","1758134492.163945000","10.201.231.114","7.193.167.162",,,"36412","34034","1521170","3252407459","11"
"923","1758134492.163946000","10.201.231.114","7.193.167.162",,,"36412","34034","1521170","3252407459","23"
"924","1758134492.163946000","18.8.23.13","10.3.7.27",,,"36412","36412","36366","1521170","11"
"925","1758134492.163947000","10.3.7.27","18.8.23.13",,,"36412","36412","36361","1520141","23"
"926","1758134492.163947000","18.8.23.13","10.3.7.27",,,"36412","36412","36366","1521170","23"
"927","1758134492.163948000","7.193.167.162","10.201.231.114",,,"34034","36412","1520141","3252246243","23"
"928","1758134492.163948000","10.3.7.27","18.8.23.13",,,"36412","36412","36366","1521170","23"
"929","1758134492.163949000","7.193.167.162","10.201.231.114",,,"34034","36412","1521170","3252407459","23"
"930","1758134492.767830000","10.3.7.72","18.8.23.13",,,"36412","36412","5239",,"12"
"931","1758134492.767830000","7.193.167.162","10.176.47.114",,,"57285","36412","62227",,"12"
"932","1758134493.688119000","10.3.7.72","18.8.23.13",,,"36412","36412","5239","62227","9"
"933","1758134493.688119000","7.193.167.162","10.176.47.114",,,"57285","36412","62227","26565968","9"
"934","1758134493.688140000","10.3.7.23","18.8.23.13",,,"36412","36412","11106","4622","18"
"935","1758134493.688140000","7.193.167.162","10.164.26.130",,,"53706","36412","4622","3250964940","18"
"936","1758134493.688142000","10.164.26.130","7.193.167.162",,,"36412","53706","4622","3250964940","23"
"937","1758134493.688142000","18.8.23.13","10.3.7.23",,,"36412","36412","11106","4622","23"
"938","1758134493.688143000","10.3.7.23","18.8.23.13",,,"36412","36412","11106","4622","23"
"939","1758134493.688143000","7.193.167.162","10.164.26.130",,,"53706","36412","4622","3250964940","23"
"940","1758134493.688144000","10.3.7.47","18.8.23.13",,,"36412","36412","8049",,"12"
"941","1758134493.688144000","7.193.167.162","10.192.10.2",,,"32922","36412","1391629",,"12"
"942","1758134493.861795000","10.3.7.47","18.8.23.13",,,"36412","36412","8049","1391629","9"
"943","1758134493.861796000","7.193.167.162","10.192.10.2",,,"32922","36412","1391629","26620245","9"
"944","1758134493.861798000","10.3.7.9","18.8.23.13",,,"36412","36412","6922",,"12"
"945","1758134493.861798000","7.193.167.162","10.164.26.130",,,"53706","36412","21518",,"12"
"946","1758134493.861800000","10.164.26.130","7.193.167.162",,,"36412","53706","21518","3251007027","9"
"947","1758134493.861821000","18.8.23.13","10.3.7.9",,,"36412","36412","6922","21518","9"
"948","1758134494.641086000","10.3.7.9","18.8.23.13",,,"36412","36412","6922","21518","9"
"949","1758134494.641086000","7.193.167.162","10.164.26.130",,,"53706","36412","21518","3251007027","9"
"950","1758134494.641092000","10.3.7.24","18.8.23.13",,,"36412","36412","11402",,"12"
"951","1758134494.641093000","7.193.167.162","10.168.79.2",,,"47327","36412","1534222",,"12"
"952","1758134494.641106000","10.168.79.2","7.193.167.162",,,"36412","47327","1532941","3254383026","23"
"953","1758134494.641107000","18.8.23.13","10.3.7.24",,,"36412","36412","11401","1532941","23"
"954","1758134494.641107000","10.3.7.24","18.8.23.13",,,"36412","36412","11401","1532941","23"
"955","1758134494.641108000","7.193.167.162","10.168.79.2",,,"47327","36412","1532941","3254383026","23"
"956","1758134494.641108000","10.168.79.2","7.193.167.162",,,"36412","47327","1534222","3254601542","11"
"957","1758134495.270133000","10.168.79.2","7.193.167.162",,,"36412","47327","1534222","3254601542","23"
"958","1758134495.270139000","18.8.23.13","10.3.7.24",,,"36412","36412","11402","1534222","11"
"959","1758134495.270140000","18.8.23.13","10.3.7.24",,,"36412","36412","11402","1534222","23"
"960","1758134495.270141000","10.3.7.24","18.8.23.13",,,"36412","36412","11402","1534222","23"
"961","1758134495.270141000","7.193.167.162","10.168.79.2",,,"47327","36412","1534222","3254601542","23"
"962","1758134495.270168000","10.3.7.47","18.8.23.13",,,"36412","36412","8050",,"12"
"963","1758134495.270169000","7.193.167.162","10.176.47.114",,,"57285","36412","1525518",,"12"
"964","1758134495.270169000","10.176.47.114","7.193.167.162",,,"36412","57285","2060","26433323","23"
"965","1758134495.301577000","10.3.7.17","18.8.23.13",,,"36412","36412","24524",,"12"
"966","1758134495.301580000","18.8.23.13","10.3.7.47",,,"36412","36412","8048","2060","23"
"967","1758134495.301581000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::b","45481","36412","1517840",,"12"
"968","1758134495.301581000","10.176.47.114","7.193.167.162",,,"36412","57285","1525518","26576839","11"
"969","1758134495.301583000","10.176.47.114","7.193.167.162",,,"36412","57285","1525518","26576839","23"
"970","1758134495.301583000","18.8.23.13","10.3.7.47",,,"36412","36412","8050","1525518","11"
"971","1758134495.301584000","18.8.23.13","10.3.7.47",,,"36412","36412","8050","1525518","23"
"972","1758134495.301584000","10.3.7.47","18.8.23.13",,,"36412","36412","8048","2060","23"
"973","1758134495.301585000","10.3.7.47","18.8.23.13",,,"36412","36412","8050","1525518","23"
"974","1758134495.301586000","7.193.167.162","10.176.47.114",,,"57285","36412","2060","26433323","23"
"975","1758134495.301586000","7.193.167.162","10.176.47.114",,,"57285","36412","1525518","26576839","23"
"976","1758134495.301587000",,,"2600:300:3059:204::b","2600:300:20e2:a315::1:db85","36412","45481","15118","383665612","23"
"977","1758134495.301588000","18.8.23.13","10.3.7.17",,,"36412","36412","24522","15118","23"
"978","1758134495.314445000","10.3.7.17","18.8.23.13",,,"36412","36412","24522","15118","23"
"979","1758134495.314446000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::b","45481","36412","15118","383665612","23"
"980","1758134495.317061000",,,"2600:300:3059:204::b","2600:300:20e2:a315::1:db85","36412","45481","1517840","385007528","23"
"981","1758134495.610013000","18.8.23.13","10.3.7.17",,,"36412","36412","24524","1517840","23"
"982","1758134495.610017000","10.3.7.17","18.8.23.13",,,"36412","36412","24524","1517840","23"
"983","1758134495.610018000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::b","45481","36412","1517840","385007528","23"
"984","1758134495.610019000","10.3.7.2","18.8.23.13",,,"36412","36412","4011","1517839","3"
"985","1758134495.610019000","7.193.167.162","10.165.94.130",,,"41712","36412","1530895","2179015652","3"
"986","1758134495.610020000","10.165.94.130","7.193.167.162",,,"36412","41712","1530895","2179015652","3"
"987","1758134495.610020000","18.8.23.13","10.3.7.2",,,"36412","36412","4011","1530895","3"
"988","1758134495.726001000","10.3.7.23","18.8.23.13",,,"36412","36412","11107","1522959","13"
"989","1758134495.726002000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1522959","119508585","13"
"990","1758134495.726004000","10.3.7.70","18.8.23.13",,,"36412","36412","746",,"12"
"991","1758134495.726005000","7.193.167.162","10.168.67.130",,,"60851","36412","5134",,"12"
"992","1758134495.726006000","10.168.67.130","7.193.167.162",,,"36412","60851","54291","26458304","23"
"993","1758134495.726007000","18.8.23.13","10.3.7.70",,,"36412","36412","743","54291","23"
"994","1758134495.726007000","10.3.7.70","18.8.23.13",,,"36412","36412","743","54291","23"
"995","1758134495.726008000","7.193.167.162","10.168.67.130",,,"60851","36412","54291","26458304","23"
"996","1758134495.726009000","10.168.67.130","7.193.167.162",,,"36412","60851","5134","26642856","11"
"997","1758134495.726022000","10.168.67.130","7.193.167.162",,,"36412","60851","5134","26642856","23"
"998","1758134495.886814000","18.8.23.13","10.3.7.70",,,"36412","36412","746","5134","11"
"999","1758134495.886817000","18.8.23.13","10.3.7.70",,,"36412","36412","746","5134","23"
"1000","1758134495.886819000","10.3.7.70","18.8.23.13",,,"36412","36412","746","5134","23"
"1001","1758134495.886820000","7.193.167.162","10.168.67.130",,,"60851","36412","5134","26642856","23"
"1002","1758134495.886822000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","1522959","119508585","11"
"1003","1758134495.886823000","18.8.23.13","10.3.7.23",,,"36412","36412","11107","1522959","11"
"1004","1758134496.217045000","10.3.7.72","18.8.23.13",,,"36412","36412","5240",,"12"
"1005","1758134496.217045000","7.193.167.162","10.165.94.130",,,"41712","36412","1478412",,"12"
"1006","1758134496.217046000","10.165.94.130","7.193.167.162",,,"36412","41712","1521421","2178785766","23"
"1007","1758134496.217047000","18.8.23.13","10.3.7.72",,,"36412","36412","5233","1521421","23"
"1008","1758134496.217047000","10.3.7.72","18.8.23.13",,,"36412","36412","5233","1521421","23"
"1009","1758134496.217048000","7.193.167.162","10.165.94.130",,,"41712","36412","1521421","2178785766","23"
"1010","1758134496.217048000","10.165.94.130","7.193.167.162",,,"36412","41712","1478412","2179068801","11"
"1011","1758134496.409493000","10.165.94.130","7.193.167.162",,,"36412","41712","1478412","2179068801","23"
"1012","1758134496.409499000","18.8.23.13","10.3.7.72",,,"36412","36412","5240","1478412","11"
"1013","1758134496.409499000","18.8.23.13","10.3.7.72",,,"36412","36412","5240","1478412","23"
"1014","1758134496.409519000","10.3.7.72","18.8.23.13",,,"36412","36412","5240","1478412","23"
"1015","1758134496.409519000","7.193.167.162","10.165.94.130",,,"41712","36412","1478412","2179068801","23"
"1016","1758134496.409523000","10.3.7.27","18.8.23.13",,,"36412","36412","36367",,"12"
"1017","1758134496.409523000","7.193.167.162","10.201.231.114",,,"34034","36412","54803",,"12"
"1018","1758134496.546381000","10.3.7.27","18.8.23.13",,,"36412","36412","36367","54803","9"
"1019","1758134496.546384000","7.193.167.162","10.201.231.114",,,"34034","36412","54803","3252421134","9"
"1020","1758134496.546384000","10.3.7.72","18.8.23.13",,,"36412","36412","5241",,"12"
"1021","1758134496.546385000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::c","40699","36412","1471501",,"12"
"1022","1758134496.546386000","10.3.7.48","18.8.23.13",,,"36412","36412","21953","1391629","3"
"1023","1758134496.546386000",,,"2600:300:300a:2::c","2600:300:20e2:a315::1:db85","36412","40699","59153","134606419","23"
"1024","1758134496.546387000","18.8.23.13","10.3.7.72",,,"36412","36412","5237","59153","23"
"1025","1758134496.546387000","7.193.167.162","10.192.10.2",,,"32922","36412","1524493","26620245","3"
"1026","1758134496.564254000","10.3.7.72","18.8.23.13",,,"36412","36412","5237","59153","23"
"1027","1758134496.564254000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::c","40699","36412","59153","134606419","23"
"1028","1758134496.564255000",,,"2600:300:300a:2::c","2600:300:20e2:a315::1:db85","36412","40699","1471501","140589210","23"
"1029","1758134496.605594000","18.8.23.13","10.3.7.72",,,"36412","36412","5241","1471501","23"
"1030","1758134496.605594000","10.3.7.72","18.8.23.13",,,"36412","36412","5241","1471501","23"
"1031","1758134496.605595000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::c","40699","36412","1471501","140589210","23"
"1032","1758134496.605596000","10.192.10.2","7.193.167.162",,,"36412","32922","1524493","26620245","3"
"1033","1758134496.605596000","10.3.7.2","18.8.23.13",,,"36412","36412","4012",,"12"
"1034","1758134496.610990000","18.8.23.13","10.3.7.48",,,"36412","36412","21953","1524493","3"
"1035","1758134496.610992000","7.193.167.162","10.165.92.130",,,"52371","36412","1516560",,"12"
"1036","1758134496.808923000","10.3.7.2","18.8.23.13",,,"36412","36412","4012","1516560","9"
"1037","1758134496.808923000","7.193.167.162","10.165.92.130",,,"52371","36412","1516560","1104032666","9"
"1038","1758134497.253553000","10.3.7.23","18.8.23.13",,,"36412","36412","11108",,"12"
"1039","1758134497.253564000","7.193.167.162","10.164.26.130",,,"53706","36412","1522448",,"12"
"1040","1758134497.597083000","10.164.26.130","7.193.167.162",,,"36412","53706","1522448","3251023140","9"
"1041","1758134497.597087000","18.8.23.13","10.3.7.23",,,"36412","36412","11108","1522448","9"
"1042","1758134497.597098000","10.3.7.23","18.8.23.13",,,"36412","36412","11108","1522448","9"
"1043","1758134497.597099000","7.193.167.162","10.164.26.130",,,"53706","36412","1522448","3251023140","9"
"1044","1758134498.388128000","10.3.7.23","18.8.23.13",,,"36412","36412","11109",,"12"
"1045","1758134498.388129000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::1","47510","36412","54545",,"12"
"1046","1758134498.392767000",,,"2600:300:300c:704::1","2600:300:20e2:a315::1:db85","36412","47510","25617","366848861","23"
"1047","1758134498.392767000","18.8.23.13","10.3.7.23",,,"36412","36412","11101","25617","23"
"1048","1758134498.409915000","10.3.7.23","18.8.23.13",,,"36412","36412","11101","25617","23"
"1049","1758134498.409915000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::1","47510","36412","25617","366848861","23"
