frame.number,frame.time_epoch,ip.src,ip.dst,ipv6.src,ipv6.dst,sctp.srcport,sctp.dstport,s1ap.ENB_UE_S1AP_ID,s1ap.MME_UE_S1AP_ID,s1ap.procedureCode
"3006","1758134671.825808000","10.3.7.50","18.8.23.13",,,"36412","36412","13713","1525261","13"
"3007","1758134671.825809000","10.3.7.50","18.8.23.13",,,"36412","36412","13713","1525261","5"
"3008","1758134671.825810000",,,"2600:300:20e2:a315::1:db85","2600:300:3008:2::8","50899","36412","1525261","150902322","13"
"3009","1758134671.825810000",,,"2600:300:20e2:a315::1:db85","2600:300:3008:2::8","50899","36412","1525261","150902322","5"
"3010","1758134672.923463000","10.3.7.17","18.8.23.13",,,"36412","36412","24530",,"12"
"3011","1758134672.923466000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::6","42618","36412","20750",,"12"
"3012","1758134673.185813000","10.3.7.17","18.8.23.13",,,"36412","36412","24530","20750","9"
"3013","1758134673.185814000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::6","42618","36412","20750","212779250","9"
"3014","1758134673.719811000","10.3.7.45","18.8.23.13",,,"36412","36412","17107",,"12"
"3015","1758134673.719812000","7.193.167.162","10.165.92.130",,,"52371","36412","1536015",,"12"
"3016","1758134674.077809000","10.3.7.45","18.8.23.13",,,"36412","36412","17107","1536015","9"
"3017","1758134674.077809000","7.193.167.162","10.165.92.130",,,"52371","36412","1536015","1104836851","9"
"3018","1758134675.072058000","10.3.7.34","18.8.23.13",,,"36412","36412","3464",,"12"
"3019","1758134675.072059000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","1521420",,"12"
"3020","1758134675.072059000",,,"2001:4888:2010:5092:123:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","53625","1521420","6227252","9"
"3021","1758134675.257302000","18.8.23.13","10.3.7.34",,,"36412","36412","3464","1521420","9"
"3022","1758134675.257307000","10.3.7.34","18.8.23.13",,,"36412","36412","3464","1521420","9"
"3023","1758134675.257308000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","1521420","6227252","9"
"3024","1758134675.302407000","10.3.7.49","18.8.23.13",,,"36412","36412","3871",,"12"
"3025","1758134675.302407000",,,"2600:300:20e2:a315::1:db85","2600:300:3008:2::6","35604","36412","72211",,"12"
"3026","1758134675.343021000","10.3.7.34","18.8.23.13",,,"36412","36412","3465",,"12"
"3027","1758134675.343022000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","1519373",,"12"
"3028","1758134675.410077000",,,"2001:4888:2010:5092:123:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","55780","1519373","6022529","9"
"3029","1758134675.410078000","18.8.23.13","10.3.7.34",,,"36412","36412","3465","1519373","9"
"3030","1758134675.470520000","10.3.7.34","18.8.23.13",,,"36412","36412","3465","1519373","22"
"3031","1758134675.470522000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","1519373","6022529","22"
"3032","1758134675.470523000","10.3.7.49","18.8.23.13",,,"36412","36412","3871","72211","9"
"3033","1758134675.470523000",,,"2600:300:20e2:a315::1:db85","2600:300:3008:2::6","35604","36412","72211","137683183","9"
"3034","1758134675.594407000","10.3.7.34","18.8.23.13",,,"36412","36412","3465","1519373","9"
"3035","1758134675.594409000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","1519373","6022529","9"
"3036","1758134675.594411000","10.3.7.72","18.8.23.13",,,"36412","36412","5265",,"12"
"3037","1758134675.625965000",,,"2600:300:20e2:a315::1:db85","2600:300:3019:204::1","53054","36412","1530893",,"12"
"3038","1758134676.398794000","10.3.7.72","18.8.23.13",,,"36412","36412","5265","1530893","9"
"3039","1758134676.398794000",,,"2600:300:20e2:a315::1:db85","2600:300:3019:204::1","53054","36412","1530893","241763037","9"
"3040","1758134678.435830000","10.3.7.25","18.8.23.13",,,"36412","36412","5817",,"12"
"3041","1758134678.435830000","7.193.167.162","10.192.27.34",,,"48193","36412","1510157",,"12"
"3042","1758134678.913809000","10.192.27.34","7.193.167.162",,,"36412","48193","60691","3250242693","23"
"3043","1758134678.913814000","18.8.23.13","10.3.7.25",,,"36412","36412","5815","60691","23"
"3044","1758134678.913815000","10.3.7.25","18.8.23.13",,,"36412","36412","5815","60691","23"
"3045","1758134678.913816000","7.193.167.162","10.192.27.34",,,"48193","36412","60691","3250242693","23"
"3046","1758134678.913816000","10.192.27.34","7.193.167.162",,,"36412","48193","1510157","3250535372","11"
"3047","1758134678.913817000","10.192.27.34","7.193.167.162",,,"36412","48193","1510157","3250535372","23"
"3048","1758134678.913818000","18.8.23.13","10.3.7.25",,,"36412","36412","5817","1510157","11"
"3049","1758134678.913818000","18.8.23.13","10.3.7.25",,,"36412","36412","5817","1510157","23"
"3050","1758134678.913819000","10.3.7.25","18.8.23.13",,,"36412","36412","5817","1510157","23"
"3051","1758134678.913820000","7.193.167.162","10.192.27.34",,,"48193","36412","1510157","3250535372","23"
"3052","1758134679.812604000","10.3.7.8","18.8.23.13",,,"36412","36412","6079","1522189","3"
"3053","1758134679.812604000","7.193.167.162","10.192.10.2",,,"32922","36412","1517075","27361802","3"
"3054","1758134680.195770000","10.192.10.2","7.193.167.162",,,"36412","32922","1517075","27361802","3"
"3055","1758134680.195771000","18.8.23.13","10.3.7.8",,,"36412","36412","6079","1517075","3"
"3056","1758134680.195774000","10.3.7.50","18.8.23.13",,,"36412","36412","13714",,"12"
"3057","1758134680.195774000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","19982",,"12"
"3058","1758134680.195776000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","19982","133005874","11"
"3059","1758134680.195776000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","19982","133005874","23"
"3060","1758134680.195777000","18.8.23.13","10.3.7.50",,,"36412","36412","13714","19982","11"
"3061","1758134680.195778000","18.8.23.13","10.3.7.50",,,"36412","36412","13714","19982","23"
"3062","1758134680.414978000","10.3.7.50","18.8.23.13",,,"36412","36412","13714","19982","23"
"3063","1758134680.414979000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","19982","133005874","23"
"3064","1758134680.414986000","10.3.7.50","18.8.23.13",,,"36412","36412","13715",,"12"
"3065","1758134680.414988000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","5135",,"12"
"3066","1758134680.962081000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","5135","379044528","11"
"3067","1758134680.962081000","18.8.23.13","10.3.7.50",,,"36412","36412","13715","5135","11"
"3068","1758134680.962083000","10.3.7.50","18.8.23.13",,,"36412","36412","13715","5135","13"
"3069","1758134680.962083000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","5135","379044528","13"
"3070","1758134680.968763000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","5135","379044528","11"
"3071","1758134680.968765000","18.8.23.13","10.3.7.50",,,"36412","36412","13715","5135","11"
"3072","1758134681.076903000","10.3.7.50","18.8.23.13",,,"36412","36412","13715","5135","13"
"3073","1758134681.076904000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","5135","379044528","13"
"3074","1758134681.076921000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","5135","379044528","11"
"3075","1758134681.076921000","18.8.23.13","10.3.7.50",,,"36412","36412","13715","5135","11"
"3076","1758134681.136784000","10.3.7.21","18.8.23.13",,,"36412","36412","1460",,"12"
"3077","1758134681.136785000","7.193.167.162","10.164.26.130",,,"53706","36412","4880",,"12"
"3078","1758134681.136787000","10.3.7.50","18.8.23.13",,,"36412","36412","13715","5135","13"
"3079","1758134681.136788000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","5135","379044528","13"
"3080","1758134681.136788000","10.164.26.130","7.193.167.162",,,"36412","53706","3087","3251735353","23"
"3081","1758134681.136789000","18.8.23.13","10.3.7.21",,,"36412","36412","1459","3087","23"
"3082","1758134681.136790000","10.3.7.21","18.8.23.13",,,"36412","36412","1459","3087","23"
"3083","1758134681.136790000","7.193.167.162","10.164.26.130",,,"53706","36412","3087","3251735353","23"
"3084","1758134681.136791000","10.164.26.130","7.193.167.162",,,"36412","53706","4880","3251881030","11"
"3085","1758134681.136792000","10.164.26.130","7.193.167.162",,,"36412","53706","4880","3251881030","23"
"3086","1758134681.136793000","18.8.23.13","10.3.7.21",,,"36412","36412","1460","4880","11"
"3087","1758134681.136793000","18.8.23.13","10.3.7.21",,,"36412","36412","1460","4880","23"
"3088","1758134681.136794000","10.3.7.21","18.8.23.13",,,"36412","36412","1460","4880","23"
"3089","1758134681.220872000","7.193.167.162","10.164.26.130",,,"53706","36412","4880","3251881030","23"
"3090","1758134681.220891000","10.3.7.43","18.8.23.13",,,"36412","36412","28498",,"12"
"3091","1758134681.220891000","7.193.167.162","10.192.10.2",,,"32922","36412","29966",,"12"
"3092","1758134681.575984000","10.3.7.43","18.8.23.13",,,"36412","36412","28498","29966","9"
"3093","1758134681.575985000","7.193.167.162","10.192.10.2",,,"32922","36412","29966","27538418","9"
"3094","1758134682.311533000","10.3.7.35","18.8.23.13",,,"36412","36412","13303","6414","3"
"3095","1758134682.311533000","7.193.167.162","10.165.92.130",,,"52371","36412","17427","1104559954","3"
"3096","1758134682.497146000","10.165.92.130","7.193.167.162",,,"36412","52371","17427","1104559954","3"
"3097","1758134682.497153000","18.8.23.13","10.3.7.35",,,"36412","36412","13303","17427","3"
"3098","1758134682.497155000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","5135","379044528","9"
"3099","1758134682.497156000","18.8.23.13","10.3.7.50",,,"36412","36412","13715","5135","9"
"3100","1758134682.497178000","10.3.7.50","18.8.23.13",,,"36412","36412","13715","5135","22"
"3101","1758134682.497179000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","5135","379044528","22"
"3102","1758134682.984581000","10.3.7.50","18.8.23.13",,,"36412","36412","13715","5135","9"
"3103","1758134682.984582000","10.3.7.50","18.8.23.13",,,"36412","36412","13715","5135","13"
"3104","1758134682.984583000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","5135","379044528","9"
"3105","1758134682.984584000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","5135","379044528","13"
"3106","1758134682.984612000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","5135","379044528","11"
"3107","1758134682.984612000","18.8.23.13","10.3.7.50",,,"36412","36412","13715","5135","11"
"3108","1758134683.284679000","10.3.7.34","18.8.23.13",,,"36412","36412","3466",,"12"
"3109","1758134683.284679000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","1466894",,"12"
"3110","1758134683.284680000",,,"2001:4888:2010:5092:123:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","53625","1521165","6100555","23"
"3111","1758134683.284680000","18.8.23.13","10.3.7.34",,,"36412","36412","3457","1521165","23"
"3112","1758134683.284681000","10.3.7.34","18.8.23.13",,,"36412","36412","3457","1521165","23"
"3113","1758134683.284681000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","1521165","6100555","23"
"3114","1758134683.284682000",,,"2001:4888:2010:5092:123:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","53625","1466894","6272957","11"
"3115","1758134683.284682000",,,"2001:4888:2010:5092:123:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","53625","1466894","6272957","23"
"3116","1758134683.284683000","18.8.23.13","10.3.7.34",,,"36412","36412","3466","1466894","11"
"3117","1758134683.284717000","18.8.23.13","10.3.7.34",,,"36412","36412","3466","1466894","23"
"3118","1758134683.284718000","10.3.7.34","18.8.23.13",,,"36412","36412","3466","1466894","23"
"3119","1758134683.284718000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","1466894","6272957","23"
"3120","1758134683.679227000","10.201.231.114","7.193.167.162",,,"36412","34034",,,"41"
"3121","1758134683.679228000","10.3.7.46","18.8.23.13",,,"36412","36412","27615",,"12"
"3122","1758134683.679228000","7.193.167.162","10.164.26.130",,,"53706","36412","64531",,"12"
"3123","1758134683.679238000","10.164.26.130","7.193.167.162",,,"36412","53706","64531","3251892764","9"
"3124","1758134683.679238000","18.8.23.13","10.3.7.46",,,"36412","36412","27615","64531","9"
"3125","1758134683.970258000","10.3.7.46","18.8.23.13",,,"36412","36412","27615","64531","9"
"3126","1758134683.970265000","7.193.167.162","10.164.26.130",,,"53706","36412","64531","3251892764","9"
"3127","1758134683.970268000","10.3.7.9","18.8.23.13",,,"36412","36412","6929",,"12"
"3128","1758134683.970269000","7.193.167.162","10.164.26.130",,,"53706","36412","4109",,"12"
"3129","1758134683.970270000","10.164.26.130","7.193.167.162",,,"36412","53706","4109","3251894214","9"
"3130","1758134683.970271000","18.8.23.13","10.3.7.9",,,"36412","36412","6929","4109","9"
"3131","1758134684.511427000","10.3.7.9","18.8.23.13",,,"36412","36412","6929","4109","9"
"3132","1758134684.511428000","7.193.167.162","10.164.26.130",,,"53706","36412","4109","3251894214","9"
"3133","1758134684.511431000","10.3.7.46","18.8.23.13",,,"36412","36412","27615","64531","13"
"3134","1758134684.511432000","7.193.167.162","10.164.26.130",,,"53706","36412","64531","3251892764","13"
"3135","1758134684.511438000","10.164.26.130","7.193.167.162",,,"36412","53706","64531","3251892764","5"
"3136","1758134685.325282000","18.8.23.13","10.3.7.46",,,"36412","36412","27615","64531","5"
"3137","1758134685.325309000","10.3.7.46","18.8.23.13",,,"36412","36412","27615","64531","5"
"3138","1758134685.325310000","10.3.7.46","18.8.23.13",,,"36412","36412","27615","64531","13"
"3139","1758134685.325311000","7.193.167.162","10.164.26.130",,,"53706","36412","64531","3251892764","5"
"3140","1758134685.325312000","7.193.167.162","10.164.26.130",,,"53706","36412","64531","3251892764","13"
"3141","1758134685.325315000","10.192.10.2","7.193.167.162",,,"36412","32922",,,"41"
"3142","1758134686.188029000","10.3.7.43","18.8.23.13",,,"36412","36412","28499",,"12"
"3143","1758134686.188030000","7.193.167.162","10.176.47.114",,,"57285","36412","1522191",,"12"
"3144","1758134686.188032000","10.176.47.114","7.193.167.162",,,"36412","57285","1520397","27116994","23"
"3145","1758134686.188032000","18.8.23.13","10.3.7.43",,,"36412","36412","28497","1520397","23"
"3146","1758134686.422619000","10.176.47.114","7.193.167.162",,,"36412","57285","1522191","27408652","11"
"3147","1758134686.422624000","10.176.47.114","7.193.167.162",,,"36412","57285","1522191","27408652","23"
"3148","1758134686.422624000","18.8.23.13","10.3.7.43",,,"36412","36412","28499","1522191","11"
"3149","1758134686.422625000","18.8.23.13","10.3.7.43",,,"36412","36412","28499","1522191","23"
"3150","1758134686.422625000","10.3.7.43","18.8.23.13",,,"36412","36412","28497","1520397","23"
"3151","1758134686.422641000","10.3.7.43","18.8.23.13",,,"36412","36412","28499","1522191","23"
"3152","1758134686.422642000","7.193.167.162","10.176.47.114",,,"57285","36412","1520397","27116994","23"
"3153","1758134686.422643000","7.193.167.162","10.176.47.114",,,"57285","36412","1522191","27408652","23"
"3154","1758134686.422645000","10.3.7.72","18.8.23.13",,,"36412","36412","5266",,"12"
"3155","1758134686.422646000","7.193.167.162","10.164.26.130",,,"53706","36412","32270",,"12"
"3156","1758134686.422646000","10.164.26.130","7.193.167.162",,,"36412","53706","45586","3251762089","23"
"3157","1758134686.422647000","18.8.23.13","10.3.7.72",,,"36412","36412","5262","45586","23"
"3158","1758134686.422647000","10.3.7.72","18.8.23.13",,,"36412","36412","5262","45586","23"
"3159","1758134686.422648000","7.193.167.162","10.164.26.130",,,"53706","36412","45586","3251762089","23"
"3160","1758134686.605191000","10.164.26.130","7.193.167.162",,,"36412","53706","32270","3251905920","11"
"3161","1758134686.605194000","10.164.26.130","7.193.167.162",,,"36412","53706","32270","3251905920","23"
"3162","1758134686.605195000","18.8.23.13","10.3.7.72",,,"36412","36412","5266","32270","11"
"3163","1758134686.605196000","18.8.23.13","10.3.7.72",,,"36412","36412","5266","32270","23"
"3164","1758134686.605197000","10.3.7.72","18.8.23.13",,,"36412","36412","5266","32270","23"
"3165","1758134686.605198000","7.193.167.162","10.164.26.130",,,"53706","36412","32270","3251905920","23"
"3166","1758134686.642245000","10.3.7.45","18.8.23.13",,,"36412","36412","17108",,"12"
"3167","1758134686.642248000","7.193.167.162","10.168.78.130",,,"37163","36412","1504016",,"12"
"3168","1758134686.642250000","10.168.78.130","7.193.167.162",,,"36412","37163","1805","1101798545","23"
"3169","1758134686.642250000","18.8.23.13","10.3.7.45",,,"36412","36412","17105","1805","23"
"3170","1758134686.642251000","10.3.7.45","18.8.23.13",,,"36412","36412","17105","1805","23"
"3171","1758134686.642251000","7.193.167.162","10.168.78.130",,,"37163","36412","1805","1101798545","23"
"3172","1758134686.642252000","10.168.78.130","7.193.167.162",,,"36412","37163","1504016","1101950846","11"
"3173","1758134686.642265000","18.8.23.13","10.3.7.45",,,"36412","36412","17108","1504016","11"
"3174","1758134686.642265000","10.168.78.130","7.193.167.162",,,"36412","37163","1504016","1101950846","23"
"3175","1758134686.642266000","18.8.23.13","10.3.7.45",,,"36412","36412","17108","1504016","23"
"3176","1758134686.865142000","10.3.7.45","18.8.23.13",,,"36412","36412","17108","1504016","23"
"3177","1758134686.865145000","7.193.167.162","10.168.78.130",,,"37163","36412","1504016","1101950846","23"
"3178","1758134688.595538000","10.3.7.34","18.8.23.13",,,"36412","36412","3467",,"12"
"3179","1758134688.595539000","7.193.167.162","10.165.94.130",,,"41712","36412","1499919",,"12"
"3180","1758134688.595540000","10.165.94.130","7.193.167.162",,,"36412","41712","1499919","2179977394","11"
"3181","1758134688.595540000","18.8.23.13","10.3.7.34",,,"36412","36412","3467","1499919","11"
"3182","1758134688.595541000","10.3.7.67","18.8.23.13",,,"36412","36412","2643",,"12"
"3183","1758134688.704853000","7.193.167.162","10.164.26.130",,,"53706","36412","1535503",,"12"
"3184","1758134688.704856000","10.164.26.130","7.193.167.162",,,"36412","53706","1535503","3251916166","9"
"3185","1758134688.704857000","18.8.23.13","10.3.7.67",,,"36412","36412","2643","1535503","9"
"3186","1758134688.704871000","10.3.7.34","18.8.23.13",,,"36412","36412","3467","1499919","13"
"3187","1758134688.704872000","7.193.167.162","10.165.94.130",,,"41712","36412","1499919","2179977394","13"
"3188","1758134688.704872000","10.165.94.130","7.193.167.162",,,"36412","41712","1499919","2179977394","23"
"3189","1758134688.704873000","18.8.23.13","10.3.7.34",,,"36412","36412","3467","1499919","23"
"3190","1758134688.704873000","10.3.7.34","18.8.23.13",,,"36412","36412","3467","1499919","23"
"3191","1758134688.704874000","7.193.167.162","10.165.94.130",,,"41712","36412","1499919","2179977394","23"
"3192","1758134688.704874000","10.3.7.67","18.8.23.13",,,"36412","36412","2643","1535503","9"
"3193","1758134688.704875000","7.193.167.162","10.164.26.130",,,"53706","36412","1535503","3251916166","9"
"3194","1758134689.304995000","10.168.79.2","7.193.167.162",,,"36412","47327",,,"41"
"3195","1758134689.305024000","10.3.7.47","18.8.23.13",,,"36412","36412","8057",,"12"
"3196","1758134689.305025000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1511693",,"12"
"3197","1758134689.530738000","10.3.7.50","18.8.23.13",,,"36412","36412","13715","5135","13"
"3198","1758134689.530738000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","5135","379044528","13"
"3199","1758134689.530739000","10.3.7.47","18.8.23.13",,,"36412","36412","8057","1511693","9"
"3200","1758134689.530740000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1511693","127647270","9"
"3201","1758134689.530741000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","5135","379044528","11"
"3202","1758134689.530755000","18.8.23.13","10.3.7.50",,,"36412","36412","13715","5135","11"
"3203","1758134689.530757000","10.3.7.50","18.8.23.13",,,"36412","36412","13715","5135","13"
"3204","1758134689.530757000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","5135","379044528","13"
"3205","1758134689.530758000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","5135","379044528","11"
"3206","1758134689.689451000","18.8.23.13","10.3.7.50",,,"36412","36412","13715","5135","11"
"3207","1758134689.689455000","10.3.7.72","18.8.23.13",,,"36412","36412","5267",,"12"
"3208","1758134689.689456000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:22","52498","36412","1509903",,"12"
"3209","1758134689.689457000",,,"2001:4888:2010:92:106:28a:0:22","2001:4888:2010:22:106:4402:1:5273","36412","52498","1509903","6501189","9"
"3210","1758134689.689458000","18.8.23.13","10.3.7.72",,,"36412","36412","5267","1509903","9"
"3211","1758134689.689460000","10.3.7.72","18.8.23.13",,,"36412","36412","5267","1509903","22"
"3212","1758134689.689475000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:22","52498","36412","1509903","6501189","22"
"3213","1758134690.353888000","10.3.7.72","18.8.23.13",,,"36412","36412","5267","1509903","9"
"3214","1758134690.353889000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:22","52498","36412","1509903","6501189","9"
"3215","1758134690.392709000","10.3.7.34","18.8.23.13",,,"36412","36412","3468",,"12"
"3216","1758134690.392713000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:42","57423","36412","1518864",,"12"
"3217","1758134690.392713000",,,"2001:4888:2010:92:106:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","57423","1454352","5085633","23"
"3218","1758134690.392714000","18.8.23.13","10.3.7.34",,,"36412","36412","3460","1454352","23"
"3219","1758134690.392714000",,,"2001:4888:2010:92:106:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","57423","1518864","5258786","11"
"3220","1758134690.392715000",,,"2001:4888:2010:92:106:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","57423","1518864","5258786","23"
"3221","1758134690.392716000","10.3.7.34","18.8.23.13",,,"36412","36412","3460","1454352","23"
"3222","1758134690.392716000","18.8.23.13","10.3.7.34",,,"36412","36412","3468","1518864","11"
"3223","1758134690.392717000","18.8.23.13","10.3.7.34",,,"36412","36412","3468","1518864","23"
"3224","1758134690.392717000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:42","57423","36412","1454352","5085633","23"
"3225","1758134690.392718000","10.3.7.35","18.8.23.13",,,"36412","36412","13302","1500946","18"
"3226","1758134690.392718000",,,"2600:300:20e2:a315::1:db85","2600:300:3008:2::8","50899","36412","1500946","142131552","18"
"3227","1758134690.392719000","10.3.7.34","18.8.23.13",,,"36412","36412","3468","1518864","23"
"3228","1758134690.392719000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:42","57423","36412","1518864","5258786","23"
"3229","1758134690.392721000",,,"2600:300:3008:2::8","2600:300:20e2:a315::1:db85","36412","50899","1500946","142131552","23"
"3230","1758134690.521668000","18.8.23.13","10.3.7.35",,,"36412","36412","13302","1500946","23"
"3231","1758134690.521672000","10.3.7.25","18.8.23.13",,,"36412","36412","5818","17427","3"
"3232","1758134690.521673000","7.193.167.162","10.165.92.130",,,"52371","36412","15374","1104559954","3"
"3233","1758134690.521673000","10.3.7.35","18.8.23.13",,,"36412","36412","13302","1500946","23"
"3234","1758134690.521674000",,,"2600:300:20e2:a315::1:db85","2600:300:3008:2::8","50899","36412","1500946","142131552","23"
"3235","1758134690.521675000","10.165.92.130","7.193.167.162",,,"36412","52371","15374","1104559954","3"
"3236","1758134690.521676000","18.8.23.13","10.3.7.25",,,"36412","36412","5818","15374","3"
"3237","1758134690.521678000","10.3.7.55","18.8.23.13",,,"36412","36412","4691",,"12"
"3238","1758134690.521679000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","8975",,"12"
"3239","1758134690.521680000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","2061","369856221","23"
"3240","1758134690.521680000","18.8.23.13","10.3.7.55",,,"36412","36412","4689","2061","23"
"3241","1758134690.621777000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","8975","372678327","11"
"3242","1758134690.621803000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","8975","372678327","23"
"3243","1758134690.621803000","18.8.23.13","10.3.7.55",,,"36412","36412","4691","8975","11"
"3244","1758134690.621804000","18.8.23.13","10.3.7.55",,,"36412","36412","4691","8975","23"
"3245","1758134690.621804000","10.3.7.55","18.8.23.13",,,"36412","36412","4689","2061","23"
"3246","1758134690.621805000","10.3.7.55","18.8.23.13",,,"36412","36412","4691","8975","23"
"3247","1758134690.621806000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","2061","369856221","23"
"3248","1758134690.621806000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","8975","372678327","23"
"3249","1758134691.300837000","10.3.7.10","18.8.23.13",,,"36412","36412","32042",,"12"
"3250","1758134691.300838000","7.193.167.162","10.192.10.2",,,"32922","36412","23822",,"12"
"3251","1758134691.300838000","10.192.10.2","7.193.167.162",,,"36412","32922","38674","27041418","23"
"3252","1758134691.300839000","18.8.23.13","10.3.7.10",,,"36412","36412","32038","38674","23"
"3253","1758134691.300839000","10.3.7.10","18.8.23.13",,,"36412","36412","32038","38674","23"
"3254","1758134691.300840000","10.192.10.2","7.193.167.162",,,"36412","32922","23822","27587603","11"
"3255","1758134691.300841000","10.192.10.2","7.193.167.162",,,"36412","32922","23822","27587603","23"
"3256","1758134691.300841000","7.193.167.162","10.192.10.2",,,"32922","36412","38674","27041418","23"
"3257","1758134691.300842000","18.8.23.13","10.3.7.10",,,"36412","36412","32042","23822","11"
"3258","1758134691.300842000","18.8.23.13","10.3.7.10",,,"36412","36412","32042","23822","23"
"3259","1758134691.300843000","10.3.7.10","18.8.23.13",,,"36412","36412","32042","23822","23"
"3260","1758134692.061119000","7.193.167.162","10.192.10.2",,,"32922","36412","23822","27587603","23"
"3261","1758134692.757370000","10.3.7.50","18.8.23.13",,,"36412","36412","13715","5135","13"
"3262","1758134692.757371000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","5135","379044528","13"
"3263","1758134692.757372000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","5135","379044528","11"
"3264","1758134692.757372000","18.8.23.13","10.3.7.50",,,"36412","36412","13715","5135","11"
"3265","1758134693.245637000","10.3.7.45","18.8.23.13",,,"36412","36412","17109",,"12"
"3266","1758134693.245638000","7.193.167.162","10.165.94.130",,,"41712","36412","64017",,"12"
"3267","1758134693.245638000","10.165.94.130","7.193.167.162",,,"36412","41712","64017","2179999683","9"
"3268","1758134693.843277000","18.8.23.13","10.3.7.45",,,"36412","36412","17109","64017","9"
"3269","1758134693.843286000","10.3.7.45","18.8.23.13",,,"36412","36412","17109","64017","9"
"3270","1758134693.843287000","7.193.167.162","10.165.94.130",,,"41712","36412","64017","2179999683","9"
"3271","1758134694.025482000","10.3.7.50","18.8.23.13",,,"36412","36412","13716",,"12"
"3272","1758134694.025483000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1520400",,"12"
