frame.number,frame.time_epoch,ip.src,ip.dst,ipv6.src,ipv6.dst,sctp.srcport,sctp.dstport,s1ap.ENB_UE_S1AP_ID,s1ap.MME_UE_S1AP_ID,s1ap.procedureCode
"2514","1758134630.629140000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:42","57423","36412","74003",,"12"
"2515","1758134630.629141000",,,"2001:4888:2010:92:106:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","57423","74003","4917952","11"
"2516","1758134630.629142000","18.8.23.13","10.3.7.34",,,"36412","36412","3455","74003","11"
"2517","1758134630.629144000","10.3.7.34","18.8.23.13",,,"36412","36412","3455","74003","13"
"2518","1758134630.893067000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:42","57423","36412","74003","4917952","13"
"2519","1758134630.893072000",,,"2001:4888:2010:92:106:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","57423","74003","4917952","23"
"2520","1758134630.893087000","18.8.23.13","10.3.7.34",,,"36412","36412","3455","74003","23"
"2521","1758134630.893088000","10.3.7.34","18.8.23.13",,,"36412","36412","3455","74003","23"
"2522","1758134630.893089000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:42","57423","36412","74003","4917952","23"
"2523","1758134630.893093000","10.3.7.67","18.8.23.13",,,"36412","36412","2639",,"12"
"2524","1758134630.893093000","7.193.167.162","10.164.26.130",,,"53706","36412","70419",,"12"
"2525","1758134630.893094000","10.164.26.130","7.193.167.162",,,"36412","53706","1519376","3251206968","23"
"2526","1758134630.893094000","18.8.23.13","10.3.7.67",,,"36412","36412","2636","1519376","23"
"2527","1758134630.893095000","10.3.7.67","18.8.23.13",,,"36412","36412","2636","1519376","23"
"2528","1758134630.893095000","7.193.167.162","10.164.26.130",,,"53706","36412","1519376","3251206968","23"
"2529","1758134630.893096000","10.3.7.45","18.8.23.13",,,"36412","36412","17090","25870","18"
"2530","1758134630.893096000","7.193.167.162","10.165.92.130",,,"52371","36412","25870","1104097035","18"
"2531","1758134630.979931000","10.165.92.130","7.193.167.162",,,"36412","52371","25870","1104097035","23"
"2532","1758134630.979934000","18.8.23.13","10.3.7.45",,,"36412","36412","17090","25870","23"
"2533","1758134630.979934000","10.3.7.45","18.8.23.13",,,"36412","36412","17090","25870","23"
"2534","1758134630.979935000","7.193.167.162","10.165.92.130",,,"52371","36412","25870","1104097035","23"
"2535","1758134630.979949000","10.3.7.72","18.8.23.13",,,"36412","36412","5258",,"12"
"2536","1758134630.979949000","7.193.167.162","10.168.71.130",,,"36837","36412","17422",,"12"
"2537","1758134630.979950000","10.168.71.130","7.193.167.162",,,"36412","36837","47890","1104299658","23"
"2538","1758134630.979950000","18.8.23.13","10.3.7.72",,,"36412","36412","5254","47890","23"
"2539","1758134630.979952000","10.3.7.72","18.8.23.13",,,"36412","36412","5254","47890","23"
"2540","1758134630.979952000","7.193.167.162","10.168.71.130",,,"36837","36412","47890","1104299658","23"
"2541","1758134630.979953000","10.168.71.130","7.193.167.162",,,"36412","36837","17422","1104454941","11"
"2542","1758134630.979953000","10.168.71.130","7.193.167.162",,,"36412","36837","17422","1104454941","23"
"2543","1758134631.088819000","18.8.23.13","10.3.7.72",,,"36412","36412","5258","17422","11"
"2544","1758134631.088821000","18.8.23.13","10.3.7.72",,,"36412","36412","5258","17422","23"
"2545","1758134631.088822000","10.3.7.72","18.8.23.13",,,"36412","36412","5258","17422","23"
"2546","1758134631.088823000","7.193.167.162","10.168.71.130",,,"36837","36412","17422","1104454941","23"
"2547","1758134631.088837000","10.164.26.130","7.193.167.162",,,"36412","53706","70419","3251646922","11"
"2548","1758134631.088837000","18.8.23.13","10.3.7.67",,,"36412","36412","2639","70419","11"
"2549","1758134631.088840000","10.3.7.8","18.8.23.13",,,"36412","36412","6077",,"12"
"2550","1758134631.088840000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::1","47510","36412","35345",,"12"
"2551","1758134631.088841000","10.3.7.67","18.8.23.13",,,"36412","36412","2639","70419","13"
"2552","1758134631.097298000","7.193.167.162","10.164.26.130",,,"53706","36412","70419","3251646922","13"
"2553","1758134631.097300000",,,"2600:300:300c:704::1","2600:300:20e2:a315::1:db85","36412","47510","1527311","357816713","23"
"2554","1758134631.097301000","18.8.23.13","10.3.7.8",,,"36412","36412","6075","1527311","23"
"2555","1758134631.113906000","10.164.26.130","7.193.167.162",,,"36412","53706","70419","3251646922","11"
"2556","1758134631.113907000","18.8.23.13","10.3.7.67",,,"36412","36412","2639","70419","11"
"2557","1758134631.113908000","10.3.7.8","18.8.23.13",,,"36412","36412","6075","1527311","23"
"2558","1758134631.113909000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::1","47510","36412","1527311","357816713","23"
"2559","1758134631.114793000",,,"2600:300:300c:704::1","2600:300:20e2:a315::1:db85","36412","47510","35345","363859543","23"
"2560","1758134631.179518000","18.8.23.13","10.3.7.8",,,"36412","36412","6077","35345","23"
"2561","1758134631.179523000","10.3.7.67","18.8.23.13",,,"36412","36412","2639","70419","13"
"2562","1758134631.179524000","7.193.167.162","10.164.26.130",,,"53706","36412","70419","3251646922","13"
"2563","1758134631.179524000","10.3.7.8","18.8.23.13",,,"36412","36412","6077","35345","23"
"2564","1758134631.179525000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::1","47510","36412","35345","363859543","23"
"2565","1758134631.179526000","10.164.26.130","7.193.167.162",,,"36412","53706","70419","3251646922","11"
"2566","1758134631.179526000","10.164.26.130","7.193.167.162",,,"36412","53706","70419","3251646922","23"
"2567","1758134631.179527000","18.8.23.13","10.3.7.67",,,"36412","36412","2639","70419","11"
"2568","1758134631.179528000","18.8.23.13","10.3.7.67",,,"36412","36412","2639","70419","23"
"2569","1758134631.179530000","10.3.7.67","18.8.23.13",,,"36412","36412","2639","70419","23"
"2570","1758134631.578772000","7.193.167.162","10.164.26.130",,,"53706","36412","70419","3251646922","23"
"2571","1758134631.578802000","10.3.7.55","18.8.23.13",,,"36412","36412","4688",,"12"
"2572","1758134631.578803000","7.193.167.162","10.165.92.130",,,"52371","36412","13580",,"12"
"2573","1758134631.578804000","10.165.92.130","7.193.167.162",,,"36412","52371","13580","1104645338","11"
"2574","1758134631.578804000","10.165.92.130","7.193.167.162",,,"36412","52371","13580","1104645338","23"
"2575","1758134631.578805000","18.8.23.13","10.3.7.55",,,"36412","36412","4688","13580","11"
"2576","1758134631.578806000","18.8.23.13","10.3.7.55",,,"36412","36412","4688","13580","23"
"2577","1758134631.578807000","10.3.7.55","18.8.23.13",,,"36412","36412","4688","13580","23"
"2578","1758134631.578808000","7.193.167.162","10.165.92.130",,,"52371","36412","13580","1104645338","23"
"2579","1758134631.598700000","10.3.7.72","18.8.23.13",,,"36412","36412","5259",,"12"
"2580","1758134631.598702000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::1","47510","36412","1535247",,"12"
"2581","1758134631.739602000","10.3.7.25","18.8.23.13",,,"36412","36412","5816","1039","3"
"2582","1758134631.739602000","7.193.167.162","10.165.92.130",,,"52371","36412","16140","1104559954","3"
"2583","1758134631.739604000","10.165.92.130","7.193.167.162",,,"36412","52371","16140","1104559954","3"
"2584","1758134631.739619000","18.8.23.13","10.3.7.25",,,"36412","36412","5816","16140","3"
"2585","1758134632.225034000","10.3.7.72","18.8.23.13",,,"36412","36412","5259","1535247","9"
"2586","1758134632.225038000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::1","47510","36412","1535247","363255480","9"
"2587","1758134632.225042000","10.3.7.24","18.8.23.13",,,"36412","36412","11403","1523727","18"
"2588","1758134632.225043000","7.193.167.162","10.165.94.130",,,"41712","36412","1523727","2179104908","18"
"2589","1758134632.225044000","10.165.94.130","7.193.167.162",,,"36412","41712","1523727","2179104908","23"
"2590","1758134632.225045000","18.8.23.13","10.3.7.24",,,"36412","36412","11403","1523727","23"
"2591","1758134632.225047000","10.3.7.24","18.8.23.13",,,"36412","36412","11403","1523727","23"
"2592","1758134632.225047000","7.193.167.162","10.165.94.130",,,"41712","36412","1523727","2179104908","23"
"2593","1758134634.441920000","10.3.7.34","18.8.23.13",,,"36412","36412","3428","1529616","18"
"2594","1758134634.441921000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","1529616","5311666","18"
"2595","1758134634.441921000",,,"2001:4888:2010:5092:123:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","53625","1529616","5311666","23"
"2596","1758134634.441922000","18.8.23.13","10.3.7.34",,,"36412","36412","3428","1529616","23"
"2597","1758134634.441922000","10.3.7.34","18.8.23.13",,,"36412","36412","3428","1529616","23"
"2598","1758134634.441923000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","1529616","5311666","23"
"2599","1758134636.166373000","10.3.7.34","18.8.23.13",,,"36412","36412","3456",,"12"
"2600","1758134636.166374000","7.193.167.162","10.168.67.130",,,"60851","36412","21260",,"12"
"2601","1758134636.166374000","10.168.67.130","7.193.167.162",,,"36412","60851","269","27095977","23"
"2602","1758134636.166375000","18.8.23.13","10.3.7.34",,,"36412","36412","3449","269","23"
"2603","1758134636.166375000","10.3.7.34","18.8.23.13",,,"36412","36412","3449","269","23"
"2604","1758134636.500829000","7.193.167.162","10.168.67.130",,,"60851","36412","269","27095977","23"
"2605","1758134636.500835000","10.168.67.130","7.193.167.162",,,"36412","60851","21260","27234281","11"
"2606","1758134636.500835000","10.168.67.130","7.193.167.162",,,"36412","60851","21260","27234281","23"
"2607","1758134636.500852000","18.8.23.13","10.3.7.34",,,"36412","36412","3456","21260","11"
"2608","1758134636.500852000","18.8.23.13","10.3.7.34",,,"36412","36412","3456","21260","23"
"2609","1758134636.500853000","10.3.7.34","18.8.23.13",,,"36412","36412","3456","21260","23"
"2610","1758134636.500853000","7.193.167.162","10.168.67.130",,,"60851","36412","21260","27234281","23"
"2611","1758134636.500857000","10.3.7.21","18.8.23.13",,,"36412","36412","1458","16140","3"
"2612","1758134636.500858000","7.193.167.162","10.165.92.130",,,"52371","36412","6414","1104559954","3"
"2613","1758134636.500858000","10.165.92.130","7.193.167.162",,,"36412","52371","6414","1104559954","3"
"2614","1758134636.500859000","18.8.23.13","10.3.7.21",,,"36412","36412","1458","6414","3"
"2615","1758134637.031553000","10.3.7.50","18.8.23.13",,,"36412","36412","13709",,"12"
"2616","1758134637.031553000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1532433",,"12"
"2617","1758134637.280931000","10.3.7.50","18.8.23.13",,,"36412","36412","13709","1532433","9"
"2618","1758134637.280932000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1532433","133237559","9"
"2619","1758134637.519297000","10.3.7.50","18.8.23.13",,,"36412","36412","13710",,"12"
"2620","1758134637.519297000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::b","49163","36412","35602",,"12"
"2621","1758134637.884567000","10.3.7.50","18.8.23.13",,,"36412","36412","13710","35602","9"
"2622","1758134637.884568000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::b","49163","36412","35602","75101063","9"
"2623","1758134638.381347000","10.3.7.9","18.8.23.13",,,"36412","36412","6926","1519629","3"
"2624","1758134638.381347000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","48914","124049687","3"
"2625","1758134638.592972000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","48914","130927927","3"
"2626","1758134638.592973000","18.8.23.13","10.3.7.9",,,"36412","36412","6926","48914","3"
"2627","1758134638.814792000","10.3.7.67","18.8.23.13",,,"36412","36412","2640",,"12"
"2628","1758134638.814805000","7.193.167.162","10.164.26.130",,,"53706","36412","25868",,"12"
"2629","1758134638.931012000","10.164.26.130","7.193.167.162",,,"36412","53706","25868","3251683819","9"
"2630","1758134638.931033000","18.8.23.13","10.3.7.67",,,"36412","36412","2640","25868","9"
"2631","1758134638.931033000","10.3.7.67","18.8.23.13",,,"36412","36412","2640","25868","9"
"2632","1758134638.931034000","7.193.167.162","10.164.26.130",,,"53706","36412","25868","3251683819","9"
"2633","1758134639.336975000","10.3.7.10","18.8.23.13",,,"36412","36412","32040",,"12"
"2634","1758134639.336975000","7.193.167.162","10.164.26.130",,,"53706","36412","1498636",,"12"
"2635","1758134639.336976000","10.164.26.130","7.193.167.162",,,"36412","53706","1498636","3251686016","9"
"2636","1758134639.336976000","18.8.23.13","10.3.7.10",,,"36412","36412","32040","1498636","9"
"2637","1758134639.336990000","10.3.7.10","18.8.23.13",,,"36412","36412","32040","1498636","9"
"2638","1758134640.021014000","7.193.167.162","10.164.26.130",,,"53706","36412","1498636","3251686016","9"
"2639","1758134640.983952000","10.3.7.49","18.8.23.13",,,"36412","36412","3869",,"12"
"2640","1758134640.983987000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","72721",,"12"
"2641","1758134642.145786000","10.3.7.49","18.8.23.13",,,"36412","36412","3869","72721","9"
"2642","1758134642.145792000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","72721","122275387","9"
"2643","1758134642.702266000","10.3.7.45","18.8.23.13",,,"36412","36412","17102",,"12"
"2644","1758134642.702266000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:22","59405","36412","31762",,"12"
"2645","1758134642.702267000",,,"2001:4888:2010:5092:123:28a:0:22","2001:4888:2010:22:106:4402:1:5273","36412","59405","1295886","5172990","23"
"2646","1758134642.702267000","18.8.23.13","10.3.7.45",,,"36412","36412","17098","1295886","23"
"2647","1758134642.702268000",,,"2001:4888:2010:5092:123:28a:0:22","2001:4888:2010:22:106:4402:1:5273","36412","59405","31762","5357761","11"
"2648","1758134642.702269000",,,"2001:4888:2010:5092:123:28a:0:22","2001:4888:2010:22:106:4402:1:5273","36412","59405","31762","5357761","23"
"2649","1758134642.702269000","18.8.23.13","10.3.7.45",,,"36412","36412","17102","31762","11"
"2650","1758134642.702270000","18.8.23.13","10.3.7.45",,,"36412","36412","17102","31762","23"
"2651","1758134642.702270000","10.3.7.45","18.8.23.13",,,"36412","36412","17098","1295886","23"
"2652","1758134643.329795000","10.3.7.45","18.8.23.13",,,"36412","36412","17102","31762","23"
"2653","1758134643.329818000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:22","59405","36412","1295886","5172990","23"
"2654","1758134643.329818000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:22","59405","36412","31762","5357761","23"
"2655","1758134644.805406000","10.3.7.39","18.8.23.13",,,"36412","36412","25136","8204","18"
"2656","1758134644.805423000","7.193.167.162","10.164.26.130",,,"53706","36412","8204","3251425815","18"
"2657","1758134644.805445000","10.164.26.130","7.193.167.162",,,"36412","53706","8204","3251425815","23"
"2658","1758134644.805446000","18.8.23.13","10.3.7.39",,,"36412","36412","25136","8204","23"
"2659","1758134644.805446000","10.3.7.39","18.8.23.13",,,"36412","36412","25136","8204","23"
"2660","1758134644.805447000","7.193.167.162","10.164.26.130",,,"53706","36412","8204","3251425815","23"
"2661","1758134645.055921000","10.3.7.2","18.8.23.13",,,"36412","36412","4022",,"12"
"2662","1758134645.055921000","7.193.167.162","10.192.10.2",,,"32922","36412","46354",,"12"
"2663","1758134645.411959000","10.3.7.2","18.8.23.13",,,"36412","36412","4022","46354","9"
"2664","1758134645.411959000","7.193.167.162","10.192.10.2",,,"32922","36412","46354","27361802","9"
"2665","1758134646.109922000","10.3.7.7","18.8.23.13",,,"36412","36412","20492","48914","3"
"2666","1758134646.109923000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1530896","130927927","3"
"2667","1758134646.145845000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","1530896","120062289","3"
"2668","1758134646.145851000","18.8.23.13","10.3.7.7",,,"36412","36412","20492","1530896","3"
"2669","1758134646.619011000","10.3.7.67","18.8.23.13",,,"36412","36412","2641","46354","3"
"2670","1758134646.619012000","7.193.167.162","10.192.10.2",,,"32922","36412","1488909","27361802","3"
"2671","1758134646.860927000","10.192.10.2","7.193.167.162",,,"36412","32922","1488909","27361802","3"
"2672","1758134646.860928000","18.8.23.13","10.3.7.67",,,"36412","36412","2641","1488909","3"
"2673","1758134646.860933000","10.3.7.47","18.8.23.13",,,"36412","36412","8056",,"12"
"2674","1758134646.860934000","7.193.167.162","10.192.9.130",,,"46179","36412","31500",,"12"
"2675","1758134646.944423000","10.3.7.47","18.8.23.13",,,"36412","36412","8056","31500","9"
"2676","1758134647.544854000","7.193.167.162","10.192.9.130",,,"46179","36412","31500","2177076841","9"
"2677","1758134647.544877000","10.3.7.2","18.8.23.13",,,"36412","36412","4023",,"12"
"2678","1758134647.544878000","7.193.167.162","10.165.92.130",,,"52371","36412","67603",,"12"
"2679","1758134647.754165000","10.3.7.2","18.8.23.13",,,"36412","36412","4023","67603","9"
"2680","1758134647.754165000","7.193.167.162","10.165.92.130",,,"52371","36412","67603","1104718379","9"
"2681","1758134647.998969000","10.3.7.72","18.8.23.13",,,"36412","36412","5260",,"12"
"2682","1758134647.998970000","7.193.167.162","10.165.94.130",,,"41712","36412","528",,"12"
"2683","1758134647.998970000","10.165.94.130","7.193.167.162",,,"36412","41712","528","2179785158","9"
"2684","1758134647.998984000","18.8.23.13","10.3.7.72",,,"36412","36412","5260","528","9"
"2685","1758134648.869808000","10.3.7.72","18.8.23.13",,,"36412","36412","5260","528","9"
"2686","1758134648.869809000","7.193.167.162","10.165.94.130",,,"41712","36412","528","2179785158","9"
"2687","1758134648.869844000","10.165.94.130","7.193.167.162",,,"36412","41712",,,"41"
"2688","1758134649.038813000","10.3.7.2","18.8.23.13",,,"36412","36412","4024",,"12"
"2689","1758134649.038813000","7.193.167.162","10.164.26.130",,,"53706","36412","13836",,"12"
"2690","1758134649.274585000","10.3.7.2","18.8.23.13",,,"36412","36412","4024","13836","9"
"2691","1758134649.274586000","7.193.167.162","10.164.26.130",,,"53706","36412","13836","3251731773","9"
"2692","1758134649.292265000","10.3.7.72","18.8.23.13",,,"36412","36412","5261",,"12"
"2693","1758134649.292267000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::b","45481","36412","65041",,"12"
"2694","1758134649.292269000",,,"2600:300:3059:204::b","2600:300:20e2:a315::1:db85","36412","45481","1525005","380263173","23"
"2695","1758134649.305918000","18.8.23.13","10.3.7.72",,,"36412","36412","5257","1525005","23"
"2696","1758134649.305919000","10.3.7.72","18.8.23.13",,,"36412","36412","5257","1525005","23"
"2697","1758134649.305919000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::b","45481","36412","1525005","380263173","23"
"2698","1758134649.305920000",,,"2600:300:3059:204::b","2600:300:20e2:a315::1:db85","36412","45481","65041","370159335","23"
"2699","1758134649.537835000","18.8.23.13","10.3.7.72",,,"36412","36412","5261","65041","23"
"2700","1758134649.537835000","10.3.7.72","18.8.23.13",,,"36412","36412","5261","65041","23"
"2701","1758134649.537836000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::b","45481","36412","65041","370159335","23"
"2702","1758134649.836477000","10.3.7.16","18.8.23.13",,,"36412","36412","4401",,"12"
"2703","1758134649.836477000","7.193.167.162","10.164.26.130",,,"53706","36412","1528845",,"12"
"2704","1758134649.836492000","10.164.26.130","7.193.167.162",,,"36412","53706","1528845","3251735353","9"
"2705","1758134649.836493000","18.8.23.13","10.3.7.16",,,"36412","36412","4401","1528845","9"
"2706","1758134649.836493000","10.3.7.16","18.8.23.13",,,"36412","36412","4401","1528845","22"
"2707","1758134650.433913000","7.193.167.162","10.164.26.130",,,"53706","36412","1528845","3251735353","22"
"2708","1758134650.433922000","10.3.7.16","18.8.23.13",,,"36412","36412","4401","1528845","9"
"2709","1758134650.433923000","7.193.167.162","10.164.26.130",,,"53706","36412","1528845","3251735353","9"
"2710","1758134651.298819000","10.3.7.21","18.8.23.13",,,"36412","36412","1459","1528845","3"
"2711","1758134651.298821000","7.193.167.162","10.164.26.130",,,"53706","36412","3087","3251735353","3"
"2712","1758134651.298822000","10.164.26.130","7.193.167.162",,,"36412","53706","3087","3251735353","3"
"2713","1758134651.298822000","18.8.23.13","10.3.7.21",,,"36412","36412","1459","3087","3"
"2714","1758134651.777789000","10.3.7.45","18.8.23.13",,,"36412","36412","17103",,"12"
"2715","1758134651.777790000","7.193.167.162","10.168.78.130",,,"37163","36412","1533971",,"12"
"2716","1758134651.777790000","10.168.78.130","7.193.167.162",,,"36412","37163","8463","1101628305","23"
"2717","1758134651.777791000","18.8.23.13","10.3.7.45",,,"36412","36412","17099","8463","23"
"2718","1758134651.777791000","10.3.7.45","18.8.23.13",,,"36412","36412","17099","8463","23"
"2719","1758134651.777792000","7.193.167.162","10.168.78.130",,,"37163","36412","8463","1101628305","23"
"2720","1758134651.777793000","10.168.78.130","7.193.167.162",,,"36412","37163","1533971","1101778265","11"
"2721","1758134651.777793000","18.8.23.13","10.3.7.45",,,"36412","36412","17103","1533971","11"
"2722","1758134651.777794000","10.168.78.130","7.193.167.162",,,"36412","37163","1533971","1101778265","23"
"2723","1758134651.777795000","18.8.23.13","10.3.7.45",,,"36412","36412","17103","1533971","23"
"2724","1758134651.777796000","10.3.7.45","18.8.23.13",,,"36412","36412","17103","1533971","23"
"2725","1758134651.777796000","7.193.167.162","10.168.78.130",,,"37163","36412","1533971","1101778265","23"
"2726","1758134652.240734000","10.3.7.51","18.8.23.13",,,"36412","36412","4040",,"12"
"2727","1758134652.240734000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","8972",,"12"
"2728","1758134652.240749000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","52499","120073398","23"
"2729","1758134652.240750000","18.8.23.13","10.3.7.51",,,"36412","36412","4039","52499","23"
"2730","1758134652.240750000","10.3.7.51","18.8.23.13",,,"36412","36412","4039","52499","23"
"2731","1758134652.240751000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","52499","120073398","23"
"2732","1758134652.258511000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","8972","132757840","23"
"2733","1758134652.292931000","18.8.23.13","10.3.7.51",,,"36412","36412","4040","8972","23"
"2734","1758134652.545884000","10.3.7.51","18.8.23.13",,,"36412","36412","4040","8972","23"
"2735","1758134652.545884000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","8972","132757840","23"
"2736","1758134652.880676000","10.3.7.34","18.8.23.13",,,"36412","36412","3457",,"12"
"2737","1758134652.880679000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","1521165",,"12"
"2738","1758134652.880680000",,,"2001:4888:2010:5092:123:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","53625","1521165","6100555","9"
"2739","1758134652.880681000","18.8.23.13","10.3.7.34",,,"36412","36412","3457","1521165","9"
"2740","1758134652.880682000","10.3.7.2","18.8.23.13",,,"36412","36412","4018","29710","18"
"2741","1758134652.880682000","7.193.167.162","10.168.71.130",,,"36837","36412","29710","1103997359","18"
"2742","1758134652.880683000","10.168.71.130","7.193.167.162",,,"36412","36837","29710","1103997359","23"
"2743","1758134652.880683000","18.8.23.13","10.3.7.2",,,"36412","36412","4018","29710","23"
"2744","1758134652.880684000","10.3.7.2","18.8.23.13",,,"36412","36412","4018","29710","23"
"2745","1758134652.880717000","7.193.167.162","10.168.71.130",,,"36837","36412","29710","1103997359","23"
"2746","1758134652.880717000","10.3.7.34","18.8.23.13",,,"36412","36412","3457","1521165","22"
"2747","1758134653.207816000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","1521165","6100555","22"
"2748","1758134653.207822000","10.3.7.34","18.8.23.13",,,"36412","36412","3457","1521165","9"
"2749","1758134653.207824000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","1521165","6100555","9"
"2750","1758134653.605339000","10.3.7.34","18.8.23.13",,,"36412","36412","3458",,"12"
"2751","1758134653.605340000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","11534",,"12"
"2752","1758134653.605341000",,,"2001:4888:2010:5092:123:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","53625","1508879","5929757","23"
"2753","1758134653.605342000","18.8.23.13","10.3.7.34",,,"36412","36412","3451","1508879","23"
"2754","1758134653.605342000",,,"2001:4888:2010:5092:123:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","53625","11534","6104885","11"
"2755","1758134653.605343000",,,"2001:4888:2010:5092:123:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","53625","11534","6104885","23"
"2756","1758134653.982214000","10.3.7.34","18.8.23.13",,,"36412","36412","3451","1508879","23"
"2757","1758134653.982219000","18.8.23.13","10.3.7.34",,,"36412","36412","3458","11534","11"
"2758","1758134653.982220000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","1508879","5929757","23"
"2759","1758134653.982221000","18.8.23.13","10.3.7.34",,,"36412","36412","3458","11534","23"
"2760","1758134653.982221000","10.3.7.34","18.8.23.13",,,"36412","36412","3458","11534","23"
"2761","1758134653.982222000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","11534","6104885","23"
"2762","1758134653.982227000","10.3.7.45","18.8.23.13",,,"36412","36412","17104",,"12"
"2763","1758134653.982228000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","27404",,"12"
"2764","1758134653.982229000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","55827","129241608","23"
"2765","1758134653.982229000","18.8.23.13","10.3.7.45",,,"36412","36412","17087","55827","23"
"2766","1758134654.000289000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","27404","131119000","23"
"2767","1758134654.021420000","10.3.7.45","18.8.23.13",,,"36412","36412","17087","55827","23"
"2768","1758134654.021420000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","55827","129241608","23"
"2769","1758134654.632537000","18.8.23.13","10.3.7.45",,,"36412","36412","17104","27404","23"
"2770","1758134654.632544000","10.3.7.45","18.8.23.13",,,"36412","36412","17104","27404","23"
"2771","1758134654.632545000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","27404","131119000","23"
"2772","1758134655.180684000","10.3.7.9","18.8.23.13",,,"36412","36412","6927","1530896","3"
"2773","1758134655.180685000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","65555","120062289","3"
"2774","1758134655.316927000","10.3.7.46","18.8.23.13",,,"36412","36412","27613",,"12"
"2775","1758134655.316944000","7.193.167.162","10.168.71.2",,,"44844","36412","42769",,"12"
"2776","1758134655.316945000","10.168.71.2","7.193.167.162",,,"36412","44844","1510672","2174222567","23"
"2777","1758134655.316945000","18.8.23.13","10.3.7.46",,,"36412","36412","27612","1510672","23"
"2778","1758134655.316946000","10.3.7.46","18.8.23.13",,,"36412","36412","27612","1510672","23"
"2779","1758134655.316946000","7.193.167.162","10.168.71.2",,,"44844","36412","1510672","2174222567","23"
"2780","1758134655.316947000","10.168.71.2","7.193.167.162",,,"36412","44844","42769","2174385872","11"
"2781","1758134655.316947000","10.168.71.2","7.193.167.162",,,"36412","44844","42769","2174385872","23"
"2782","1758134655.316948000","18.8.23.13","10.3.7.46",,,"36412","36412","27613","42769","11"
