frame.number,frame.time_epoch,ip.src,ip.dst,ipv6.src,ipv6.dst,sctp.srcport,sctp.dstport,s1ap.ENB_UE_S1AP_ID,s1ap.MME_UE_S1AP_ID,s1ap.procedureCode
"7347","1758135072.371445000","18.8.23.13","10.3.7.9",,,"36412","36412","6942","36114","11"
"7348","1758135072.589543000","10.3.7.9","18.8.23.13",,,"36412","36412","6942","36114","13"
"7349","1758135072.589543000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","36114","117468963","13"
"7350","1758135072.589545000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","36114","117468963","11"
"7351","1758135072.589545000","18.8.23.13","10.3.7.9",,,"36412","36412","6942","36114","11"
"7352","1758135072.589546000","10.3.7.9","18.8.23.13",,,"36412","36412","6942","36114","13"
"7353","1758135072.589546000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","36114","117468963","13"
"7354","1758135072.589550000","10.3.7.2","18.8.23.13",,,"36412","36412","4039",,"12"
"7355","1758135072.589551000","7.193.167.162","10.164.26.130",,,"53706","36412","46867",,"12"
"7356","1758135072.788716000","10.164.26.130","7.193.167.162",,,"36412","53706","46867","3253720275","9"
"7357","1758135072.788721000","18.8.23.13","10.3.7.2",,,"36412","36412","4039","46867","9"
"7358","1758135072.788722000","10.3.7.2","18.8.23.13",,,"36412","36412","4039","46867","9"
"7359","1758135072.788722000","7.193.167.162","10.164.26.130",,,"53706","36412","46867","3253720275","9"
"7360","1758135072.971043000","10.3.7.62","18.8.23.13",,,"36412","36412","2120",,"12"
"7361","1758135072.971044000","7.193.167.162","10.192.27.34",,,"48193","36412","4364",,"12"
"7362","1758135073.084805000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","36114","117468963","11"
"7363","1758135073.084807000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","36114","117468963","23"
"7364","1758135073.084808000","18.8.23.13","10.3.7.9",,,"36412","36412","6942","36114","11"
"7365","1758135073.084809000","18.8.23.13","10.3.7.9",,,"36412","36412","6942","36114","23"
"7366","1758135073.084810000","10.3.7.62","18.8.23.13",,,"36412","36412","2120","4364","9"
"7367","1758135073.084813000","7.193.167.162","10.192.27.34",,,"48193","36412","4364","3252140613","9"
"7368","1758135073.211950000","10.3.7.9","18.8.23.13",,,"36412","36412","6942","36114","23"
"7369","1758135073.211950000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","36114","117468963","23"
"7370","1758135073.476099000","10.3.7.45","18.8.23.13",,,"36412","36412","17144",,"12"
"7371","1758135073.476099000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","50444",,"12"
"7372","1758135074.004722000","10.3.7.45","18.8.23.13",,,"36412","36412","17144","50444","9"
"7373","1758135074.004722000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","50444","133972595","9"
"7374","1758135074.714572000","10.3.7.7","18.8.23.13",,,"36412","36412","20502",,"12"
"7375","1758135074.714573000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","5138",,"12"
"7376","1758135074.768057000","10.3.7.34","18.8.23.13",,,"36412","36412","3543","16141","18"
"7377","1758135074.768058000","7.193.167.162","10.168.79.2",,,"47327","36412","16141","3248888433","18"
"7378","1758135075.508459000","10.168.79.2","7.193.167.162",,,"36412","47327","16141","3248888433","23"
"7379","1758135075.508459000","18.8.23.13","10.3.7.34",,,"36412","36412","3543","16141","23"
"7380","1758135075.508460000","10.3.7.7","18.8.23.13",,,"36412","36412","20502","5138","9"
"7381","1758135075.508460000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","5138","129503787","9"
"7382","1758135075.508461000","10.3.7.34","18.8.23.13",,,"36412","36412","3543","16141","23"
"7383","1758135075.508462000","7.193.167.162","10.168.79.2",,,"47327","36412","16141","3248888433","23"
"7384","1758135077.826080000","10.3.7.72","18.8.23.13",,,"36412","36412","5327",,"12"
"7385","1758135077.826113000","7.193.167.162","10.165.94.130",,,"41712","36412","79379",,"12"
"7386","1758135077.826113000","10.3.7.34","18.8.23.13",,,"36412","36412","3530","36110","13"
"7387","1758135077.826114000","10.165.94.130","7.193.167.162",,,"36412","41712","37646","2173366636","23"
"7388","1758135077.826114000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","36110","7933935","13"
"7389","1758135077.826115000","18.8.23.13","10.3.7.72",,,"36412","36412","5322","37646","23"
"7390","1758135077.826115000","10.165.94.130","7.193.167.162",,,"36412","41712","79379","2173509760","11"
"7391","1758135077.826116000","10.165.94.130","7.193.167.162",,,"36412","41712","79379","2173509760","23"
"7392","1758135077.826117000","18.8.23.13","10.3.7.72",,,"36412","36412","5327","79379","11"
"7393","1758135077.826117000","18.8.23.13","10.3.7.72",,,"36412","36412","5327","79379","23"
"7394","1758135077.826118000","10.3.7.72","18.8.23.13",,,"36412","36412","5322","37646","23"
"7395","1758135077.826118000","7.193.167.162","10.165.94.130",,,"41712","36412","37646","2173366636","23"
"7396","1758135077.826119000","10.3.7.72","18.8.23.13",,,"36412","36412","5327","79379","23"
"7397","1758135077.826120000","7.193.167.162","10.165.94.130",,,"41712","36412","79379","2173509760","23"
"7398","1758135077.926716000","10.3.7.34","18.8.23.13",,,"36412","36412","3544",,"12"
"7399","1758135077.926717000","7.193.167.162","10.168.79.2",,,"47327","36412","10508",,"12"
"7400","1758135077.944041000","10.3.7.23","18.8.23.13",,,"36412","36412","11125",,"12"
"7401","1758135077.944044000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","72209",,"12"
"7402","1758135078.028148000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","72209","118743156","11"
"7403","1758135078.189582000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","72209","118743156","23"
"7404","1758135078.189589000","18.8.23.13","10.3.7.23",,,"36412","36412","11125","72209","11"
"7405","1758135078.189589000","18.8.23.13","10.3.7.23",,,"36412","36412","11125","72209","23"
"7406","1758135078.189590000","10.3.7.23","18.8.23.13",,,"36412","36412","11125","72209","23"
"7407","1758135078.189591000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","72209","118743156","23"
"7408","1758135078.189591000","10.3.7.34","18.8.23.13",,,"36412","36412","3544","10508","9"
"7409","1758135078.189613000","7.193.167.162","10.168.79.2",,,"47327","36412","10508","3248942319","9"
"7410","1758135078.189614000",,,"2001:4888:2010:5092:123:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","55780","36110","7933935","5"
"7411","1758135078.189614000","18.8.23.13","10.3.7.34",,,"36412","36412","3530","36110","5"
"7412","1758135078.189616000","10.3.7.34","18.8.23.13",,,"36412","36412","3530","36110","5"
"7413","1758135078.433577000","10.3.7.34","18.8.23.13",,,"36412","36412","3530","36110","13"
"7414","1758135078.433583000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","36110","7933935","5"
"7415","1758135078.433583000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","36110","7933935","13"
"7416","1758135078.433608000","10.3.7.72","18.8.23.13",,,"36412","36412","5328",,"12"
"7417","1758135078.433608000","7.193.167.162","10.164.26.130",,,"53706","36412","29196",,"12"
"7418","1758135078.433610000","10.164.26.130","7.193.167.162",,,"36412","53706","15375","3253602879","23"
"7419","1758135078.433611000","18.8.23.13","10.3.7.72",,,"36412","36412","5323","15375","23"
"7420","1758135078.596917000","10.164.26.130","7.193.167.162",,,"36412","53706","29196","3253747600","11"
"7421","1758135078.596924000","10.164.26.130","7.193.167.162",,,"36412","53706","29196","3253747600","23"
"7422","1758135078.596925000","18.8.23.13","10.3.7.72",,,"36412","36412","5328","29196","11"
"7423","1758135078.596926000","18.8.23.13","10.3.7.72",,,"36412","36412","5328","29196","23"
"7424","1758135078.596927000","10.3.7.72","18.8.23.13",,,"36412","36412","5323","15375","23"
"7425","1758135078.596927000","7.193.167.162","10.164.26.130",,,"53706","36412","15375","3253602879","23"
"7426","1758135078.596928000","10.3.7.72","18.8.23.13",,,"36412","36412","5328","29196","23"
"7427","1758135078.596929000","7.193.167.162","10.164.26.130",,,"53706","36412","29196","3253747600","23"
"7428","1758135078.736738000","10.3.7.8","18.8.23.13",,,"36412","36412","6105",,"12"
"7429","1758135078.736739000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1534221",,"12"
"7430","1758135078.736740000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","58898","124757540","23"
"7431","1758135078.736740000","18.8.23.13","10.3.7.8",,,"36412","36412","6102","58898","23"
"7432","1758135078.753449000","10.3.7.8","18.8.23.13",,,"36412","36412","6102","58898","23"
"7433","1758135078.753449000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","58898","124757540","23"
"7434","1758135078.753585000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","1534221","127081006","23"
"7435","1758135078.770873000","10.3.7.34","18.8.23.13",,,"36412","36412","3545",,"12"
"7436","1758135078.770874000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:32","39181","36412","14349",,"12"
"7437","1758135078.770875000",,,"2001:4888:2010:92:106:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","39181","18191","821500","23"
"7438","1758135078.785818000","18.8.23.13","10.3.7.8",,,"36412","36412","6105","1534221","23"
"7439","1758135078.785819000","18.8.23.13","10.3.7.34",,,"36412","36412","3539","18191","23"
"7440","1758135078.785819000",,,"2001:4888:2010:92:106:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","39181","14349","1034981","11"
"7441","1758135078.785820000",,,"2001:4888:2010:92:106:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","39181","14349","1034981","23"
"7442","1758135078.785821000","18.8.23.13","10.3.7.34",,,"36412","36412","3545","14349","11"
"7443","1758135078.785821000","18.8.23.13","10.3.7.34",,,"36412","36412","3545","14349","23"
"7444","1758135078.819136000","10.3.7.8","18.8.23.13",,,"36412","36412","6105","1534221","23"
"7445","1758135078.819137000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","1534221","127081006","23"
"7446","1758135078.819139000","10.3.7.34","18.8.23.13",,,"36412","36412","3539","18191","23"
"7447","1758135078.819140000","10.3.7.34","18.8.23.13",,,"36412","36412","3545","14349","23"
"7448","1758135078.819140000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:32","39181","36412","18191","821500","23"
"7449","1758135079.164821000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:92:106:28a:0:32","39181","36412","14349","1034981","23"
"7450","1758135079.164827000","10.3.7.34","18.8.23.13",,,"36412","36412","3530","36110","13"
"7451","1758135079.164828000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","36110","7933935","13"
"7452","1758135079.164829000",,,"2001:4888:2010:5092:123:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","55780","36110","7933935","7"
"7453","1758135079.164829000","18.8.23.13","10.3.7.34",,,"36412","36412","3530","36110","7"
"7454","1758135079.164853000","10.3.7.34","18.8.23.13",,,"36412","36412","3530","36110","13"
"7455","1758135079.164853000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","36110","7933935","13"
"7456","1758135079.816642000","10.3.7.62","18.8.23.13",,,"36412","36412","2121","11021","3"
"7457","1758135079.816643000","7.193.167.162","10.192.9.130",,,"46179","36412","1490957","2177648419","3"
"7458","1758135079.816669000","10.192.9.130","7.193.167.162",,,"36412","46179","1490957","2177648419","3"
"7459","1758135079.816669000","18.8.23.13","10.3.7.62",,,"36412","36412","2121","1490957","3"
"7460","1758135079.816671000","10.3.7.34","18.8.23.13",,,"36412","36412","3546",,"12"
"7461","1758135079.826361000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:2","45732","36412","1490702",,"12"
"7462","1758135080.177805000","10.3.7.34","18.8.23.13",,,"36412","36412","3546","1490702","9"
"7463","1758135080.177805000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:2","45732","36412","1490702","7656814","9"
"7464","1758135080.416187000","10.3.7.27","18.8.23.13",,,"36412","36412","36382",,"12"
"7465","1758135080.416187000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","58386",,"12"
"7466","1758135080.416190000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","46094","372728074","23"
"7467","1758135080.416190000","18.8.23.13","10.3.7.27",,,"36412","36412","36378","46094","23"
"7468","1758135080.416192000","10.3.7.27","18.8.23.13",,,"36412","36412","36378","46094","23"
"7469","1758135080.416192000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","46094","372728074","23"
"7470","1758135080.631841000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","58386","378482505","11"
"7471","1758135080.631842000","18.8.23.13","10.3.7.27",,,"36412","36412","36382","58386","11"
"7472","1758135080.631842000",,,"2600:300:300a:2::8","2600:300:20e2:a315::1:db85","36412","59121","58386","378482505","23"
"7473","1758135080.631844000","18.8.23.13","10.3.7.27",,,"36412","36412","36382","58386","23"
"7474","1758135080.631844000","10.3.7.27","18.8.23.13",,,"36412","36412","36382","58386","23"
"7475","1758135080.631845000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::8","59121","36412","58386","378482505","23"
"7476","1758135080.631847000","10.3.7.11","18.8.23.13",,,"36412","36412","39198","57106","18"
"7477","1758135080.631848000","7.193.167.162","10.164.26.130",,,"53706","36412","57106","3253225749","18"
"7478","1758135080.631848000","10.164.26.130","7.193.167.162",,,"36412","53706","57106","3253225749","23"
"7479","1758135081.331339000","18.8.23.13","10.3.7.11",,,"36412","36412","39198","57106","23"
"7480","1758135081.331346000","10.3.7.11","18.8.23.13",,,"36412","36412","39198","57106","23"
"7481","1758135081.331375000","7.193.167.162","10.164.26.130",,,"53706","36412","57106","3253225749","23"
"7482","1758135081.331379000","10.3.7.9","18.8.23.13",,,"36412","36412","6943","76051","3"
"7483","1758135081.331380000","7.193.167.162","10.176.47.114",,,"57285","36412","83731","28994138","3"
"7484","1758135081.331381000","10.176.47.114","7.193.167.162",,,"36412","57285","83731","28994138","3"
"7485","1758135081.331381000","18.8.23.13","10.3.7.9",,,"36412","36412","6943","83731","3"
"7486","1758135082.659865000","10.3.7.34","18.8.23.13",,,"36412","36412","3547",,"12"
"7487","1758135082.659870000","7.193.167.162","10.165.92.130",,,"52371","36412","6415",,"12"
"7488","1758135082.659871000","10.165.92.130","7.193.167.162",,,"36412","52371","1517325","1102290000","23"
"7489","1758135082.659871000","18.8.23.13","10.3.7.34",,,"36412","36412","3353","1517325","23"
"7490","1758135082.659872000","10.165.92.130","7.193.167.162",,,"36412","52371","6415","1106713893","11"
"7491","1758135082.659873000","10.165.92.130","7.193.167.162",,,"36412","52371","6415","1106713893","23"
"7492","1758135082.659873000","18.8.23.13","10.3.7.34",,,"36412","36412","3547","6415","11"
"7493","1758135082.659874000","18.8.23.13","10.3.7.34",,,"36412","36412","3547","6415","23"
"7494","1758135082.659874000","10.3.7.34","18.8.23.13",,,"36412","36412","3353","1517325","23"
"7495","1758135082.659875000","10.3.7.34","18.8.23.13",,,"36412","36412","3547","6415","23"
"7496","1758135082.659876000","7.193.167.162","10.165.92.130",,,"52371","36412","1517325","1102290000","23"
"7497","1758135082.659876000","7.193.167.162","10.165.92.130",,,"52371","36412","6415","1106713893","23"
"7498","1758135083.233599000","10.3.7.34","18.8.23.13",,,"36412","36412","3548",,"12"
"7499","1758135083.233600000","7.193.167.162","10.165.94.130",,,"41712","36412","1534992",,"12"
"7500","1758135083.233601000","10.3.7.72","18.8.23.13",,,"36412","36412","5329",,"12"
"7501","1758135083.233601000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","1533965",,"12"
"7502","1758135083.233602000",,,"2001:4888:2010:5092:123:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","55780","17423","8059250","23"
"7503","1758135083.233602000","18.8.23.13","10.3.7.72",,,"36412","36412","5315","17423","23"
"7504","1758135083.233603000","10.3.7.72","18.8.23.13",,,"36412","36412","5315","17423","23"
"7505","1758135083.233603000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","17423","8059250","23"
"7506","1758135083.233604000",,,"2001:4888:2010:5092:123:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","55780","1533965","74544","11"
"7507","1758135083.233622000","18.8.23.13","10.3.7.72",,,"36412","36412","5329","1533965","11"
"7508","1758135083.501793000","10.3.7.72","18.8.23.13",,,"36412","36412","5329","1533965","13"
"7509","1758135083.501797000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","1533965","74544","13"
"7510","1758135083.501799000",,,"2001:4888:2010:5092:123:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","55780","1533965","74544","23"
"7511","1758135083.501800000","18.8.23.13","10.3.7.72",,,"36412","36412","5329","1533965","23"
"7512","1758135083.501800000","10.3.7.72","18.8.23.13",,,"36412","36412","5329","1533965","23"
"7513","1758135083.501801000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","1533965","74544","23"
"7514","1758135083.501803000","10.3.7.9","18.8.23.13",,,"36412","36412","6944",,"12"
"7515","1758135083.501803000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","26892",,"12"
"7516","1758135083.863960000","10.165.94.130","7.193.167.162",,,"36412","41712","1534992","2173535254","11"
"7517","1758135083.863960000","18.8.23.13","10.3.7.34",,,"36412","36412","3548","1534992","11"
"7518","1758135083.863964000","10.3.7.34","18.8.23.13",,,"36412","36412","3548","1534992","13"
"7519","1758135083.863965000","7.193.167.162","10.165.94.130",,,"41712","36412","1534992","2173535254","13"
"7520","1758135083.863965000","10.165.94.130","7.193.167.162",,,"36412","41712","1534992","2173535254","11"
"7521","1758135083.863966000","18.8.23.13","10.3.7.34",,,"36412","36412","3548","1534992","11"
"7522","1758135083.863967000","10.3.7.34","18.8.23.13",,,"36412","36412","3548","1534992","13"
"7523","1758135083.863967000","7.193.167.162","10.165.94.130",,,"41712","36412","1534992","2173535254","13"
"7524","1758135084.015218000","10.165.94.130","7.193.167.162",,,"36412","41712","1534992","2173535254","11"
"7525","1758135084.015220000","18.8.23.13","10.3.7.34",,,"36412","36412","3548","1534992","11"
"7526","1758135084.015241000","10.3.7.34","18.8.23.13",,,"36412","36412","3548","1534992","13"
"7527","1758135084.015241000","7.193.167.162","10.165.94.130",,,"41712","36412","1534992","2173535254","13"
"7528","1758135084.015242000","10.165.94.130","7.193.167.162",,,"36412","41712","1534992","2173535254","23"
"7529","1758135084.015242000","18.8.23.13","10.3.7.34",,,"36412","36412","3548","1534992","23"
"7530","1758135084.015243000","10.3.7.34","18.8.23.13",,,"36412","36412","3548","1534992","23"
"7531","1758135084.015243000","7.193.167.162","10.165.94.130",,,"41712","36412","1534992","2173535254","23"
"7532","1758135084.015244000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","26892","131546305","11"
"7533","1758135084.015244000","18.8.23.13","10.3.7.9",,,"36412","36412","6944","26892","11"
"7534","1758135084.015245000","10.3.7.8","18.8.23.13",,,"36412","36412","6106",,"12"
"7535","1758135084.015245000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::b","49163","36412","50190",,"12"
"7536","1758135084.015246000",,,"2600:300:300c:704::b","2600:300:20e2:a315::1:db85","36412","49163","91155","74340574","23"
"7537","1758135084.015247000","18.8.23.13","10.3.7.8",,,"36412","36412","6103","91155","23"
"7538","1758135084.032446000","10.3.7.8","18.8.23.13",,,"36412","36412","6103","91155","23"
"7539","1758135084.032446000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::b","49163","36412","91155","74340574","23"
"7540","1758135084.033279000",,,"2600:300:300c:704::b","2600:300:20e2:a315::1:db85","36412","49163","50190","82824869","23"
"7541","1758135084.051136000","18.8.23.13","10.3.7.8",,,"36412","36412","6106","50190","23"
"7542","1758135084.212687000","10.3.7.8","18.8.23.13",,,"36412","36412","6106","50190","23"
"7543","1758135084.212688000",,,"2600:300:20e2:a315::1:db85","2600:300:300c:704::b","49163","36412","50190","82824869","23"
"7544","1758135084.212689000","10.3.7.9","18.8.23.13",,,"36412","36412","6944","26892","13"
"7545","1758135084.212689000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","26892","131546305","13"
"7546","1758135084.212690000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","26892","131546305","11"
"7547","1758135084.212691000","18.8.23.13","10.3.7.9",,,"36412","36412","6944","26892","11"
"7548","1758135084.212705000","10.3.7.9","18.8.23.13",,,"36412","36412","6944","26892","13"
"7549","1758135084.212706000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","26892","131546305","13"
"7550","1758135084.215587000","10.3.7.50","18.8.23.13",,,"36412","36412","13732",,"12"
"7551","1758135084.218345000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","23312",,"12"
"7552","1758135084.425406000","10.3.7.50","18.8.23.13",,,"36412","36412","13732","23312","9"
"7553","1758135084.425407000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","23312","127039247","9"
"7554","1758135084.633836000","10.3.7.72","18.8.23.13",,,"36412","36412","5314","47886","18"
"7555","1758135084.633836000","7.193.167.162","10.165.94.130",,,"41712","36412","47886","2173226048","18"
"7556","1758135084.633837000","10.165.94.130","7.193.167.162",,,"36412","41712","47886","2173226048","23"
"7557","1758135084.633837000","18.8.23.13","10.3.7.72",,,"36412","36412","5314","47886","23"
"7558","1758135084.633838000","10.3.7.72","18.8.23.13",,,"36412","36412","5314","47886","23"
"7559","1758135084.633838000","7.193.167.162","10.165.94.130",,,"41712","36412","47886","2173226048","23"
"7560","1758135084.991943000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","26892","131546305","11"
"7561","1758135084.991944000","18.8.23.13","10.3.7.9",,,"36412","36412","6944","26892","11"
"7562","1758135084.991960000",,,"2600:300:300a:2::6","2600:300:20e2:a315::1:db85","36412","42968","26892","131546305","23"
"7563","1758135084.991962000","18.8.23.13","10.3.7.9",,,"36412","36412","6944","26892","23"
"7564","1758135084.991962000","10.3.7.9","18.8.23.13",,,"36412","36412","6944","26892","23"
"7565","1758135084.991963000",,,"2600:300:20e2:a315::1:db85","2600:300:300a:2::6","42968","36412","26892","131546305","23"
"7566","1758135084.991966000","10.176.47.114","7.193.167.162",,,"36412","57285",,,"41"
"7567","1758135084.991968000","10.3.7.27","18.8.23.13",,,"36412","36412","36383",,"12"
"7568","1758135085.199006000","7.193.167.162","10.165.92.130",,,"52371","36412","66579",,"12"
"7569","1758135085.199030000","10.165.92.130","7.193.167.162",,,"36412","52371","80401","1106582641","23"
"7570","1758135085.199031000","18.8.23.13","10.3.7.27",,,"36412","36412","36381","80401","23"
"7571","1758135085.199031000","10.3.7.27","18.8.23.13",,,"36412","36412","36381","80401","23"
"7572","1758135085.199032000","7.193.167.162","10.165.92.130",,,"52371","36412","80401","1106582641","23"
"7573","1758135085.199033000","10.165.92.130","7.193.167.162",,,"36412","52371","66579","1106726298","11"
"7574","1758135085.199034000","10.165.92.130","7.193.167.162",,,"36412","52371","66579","1106726298","23"
"7575","1758135085.199051000","18.8.23.13","10.3.7.27",,,"36412","36412","36383","66579","11"
"7576","1758135085.199052000","18.8.23.13","10.3.7.27",,,"36412","36412","36383","66579","23"
"7577","1758135085.199052000","10.3.7.27","18.8.23.13",,,"36412","36412","36383","66579","23"
"7578","1758135085.199053000","7.193.167.162","10.165.92.130",,,"52371","36412","66579","1106726298","23"
"7579","1758135085.199054000","10.3.7.34","18.8.23.13",,,"36412","36412","3535","65043","18"
"7580","1758135085.199054000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","65043","8313416","18"
"7581","1758135085.199055000",,,"2001:4888:2010:5092:123:28a:0:32","2001:4888:2010:22:106:4402:1:5273","36412","53625","65043","8313416","23"
"7582","1758135085.199055000","18.8.23.13","10.3.7.34",,,"36412","36412","3535","65043","23"
"7583","1758135085.199056000","10.3.7.34","18.8.23.13",,,"36412","36412","3535","65043","23"
"7584","1758135085.199056000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:32","53625","36412","65043","8313416","23"
"7585","1758135085.292383000","10.3.7.34","18.8.23.13",,,"36412","36412","3549",,"12"
"7586","1758135085.292384000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","71697",,"12"
"7587","1758135085.292384000",,,"2001:4888:2010:5092:123:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","55780","17424","8245062","23"
"7588","1758135085.292385000","18.8.23.13","10.3.7.34",,,"36412","36412","3540","17424","23"
"7589","1758135085.292421000","10.3.7.34","18.8.23.13",,,"36412","36412","3540","17424","23"
"7590","1758135085.292422000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","17424","8245062","23"
"7591","1758135085.292422000",,,"2001:4888:2010:5092:123:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","55780","71697","80496","11"
"7592","1758135085.292423000",,,"2001:4888:2010:5092:123:28a:0:42","2001:4888:2010:22:106:4402:1:5273","36412","55780","71697","80496","23"
"7593","1758135085.292424000","18.8.23.13","10.3.7.34",,,"36412","36412","3549","71697","11"
"7594","1758135085.292424000","18.8.23.13","10.3.7.34",,,"36412","36412","3549","71697","23"
"7595","1758135085.292425000","10.3.7.34","18.8.23.13",,,"36412","36412","3549","71697","23"
"7596","1758135085.292425000",,,"2001:4888:2010:22:106:4402:1:5273","2001:4888:2010:5092:123:28a:0:42","55780","36412","71697","80496","23"
"7597","1758135085.593113000","10.3.7.23","18.8.23.13",,,"36412","36412","11126","83731","3"
"7598","1758135085.593114000","7.193.167.162","10.176.47.114",,,"57285","36412","59666","28994138","3"
"7599","1758135085.593115000","10.176.47.114","7.193.167.162",,,"36412","57285","59666","28994138","3"
"7600","1758135085.593116000","18.8.23.13","10.3.7.23",,,"36412","36412","11126","59666","3"
"7601","1758135086.291185000","10.3.7.72","18.8.23.13",,,"36412","36412","5330",,"12"
"7602","1758135086.291186000","7.193.167.162","10.164.26.130",,,"53706","36412","41998",,"12"
"7603","1758135086.291186000","10.164.26.130","7.193.167.162",,,"36412","53706","41998","3253784905","9"
"7604","1758135086.319661000","18.8.23.13","10.3.7.72",,,"36412","36412","5330","41998","9"
"7605","1758135086.319663000","10.3.7.8","18.8.23.13",,,"36412","36412","6107",,"12"
"7606","1758135086.319664000",,,"2600:300:20e2:a315::1:db85","2600:300:3059:204::b","45481","36412","19471",,"12"
"7607","1758135086.394633000","10.3.7.45","18.8.23.13",,,"36412","36412","17140","8720","18"
"7608","1758135086.394633000","7.193.167.162","10.164.26.130",,,"53706","36412","8720","3253495559","18"
"7609","1758135086.394635000","10.164.26.130","7.193.167.162",,,"36412","53706","8720","3253495559","23"
"7610","1758135086.394635000","18.8.23.13","10.3.7.45",,,"36412","36412","17140","8720","23"
